pop_id,ao,b,sig,siga,ER,fec1,fec2,fec3,fec4,fec5,fec6,nobs,CapScalar,trend,lowsca,hisca,ampsc,nsim,seed
harrison chinook,1.3,6.66667E-06,0.5,0.2,0.4,0.15,0.31,0.52,0.02,NA,NA,40,5,random walk,0.5,2,0.5,100,12345
