"","stock.id","species","stock","date.data.obtained","date.data.incorporated","ocean.region","region","sub.region","jurisdiction","lat","lon","source.id","comment..we.will.update.this.later.","ts.length","ts.start","ts.end","logA","b","K","rmax","sigma","ar1","ar1.l95","ar1.u95","p_S_belowK","logA2","b2","K2","rmax2","sigma2","acf_1","acf_2","acf_3","acf_4","m.spawners","sd.spawners"
"47",147,"Sockeye","Late Upper Station","8/26/17","9/7/17","GOA","Kodiak","Kodiak","AK",57.06,-154.36,5,"Late run",41,1970,2010,0.983440082934576,9.61903085921401e-07,1039605.77176245,1022531.74878709,0.636064094741945,0.638322743614519,0.337770850521519,0.820746968377443,1,1.13736079120816,1.7697403276788e-06,565054.649182124,648254.419442904,0.62962642909326,0.603054814883939,0.412461754523599,0.256363803934526,0.364044976173727,171106.219512195,83749.2108021061
"49",149,"Sockeye","Early Karluk","8/26/17","9/7/17","GOA","Kodiak","Kodiak","AK",57.57,-154.45,5,"Smolts enter ocean at BY+3 or BY+4",30,1981,2010,1.56541851768474,4.13975533091587e-06,241560.169639002,425190.417341929,0.709540678301694,0.721015431927675,0.363223834226356,0.893479821545808,0.333333333333333,2.0632104518727,6.32695348691044e-06,158053.951569086,457669.309763741,0.684503053713003,0.656888920274365,0.383605955426559,0.125732302323431,-0.103482483460697,262819.3,104886.429271806
"50",150,"Sockeye","Late Karluk","8/26/17","9/7/17","GOA","Kodiak","Kodiak","AK",57.57,-154.45,5,"Smolts enter ocean at BY+3 or BY+4",31,1981,2011,1.62826737081187,2.31882317263656e-06,431253.23733201,808323.901175155,0.573872031245643,0.599428322359323,0.252798109351002,0.809683410405445,0.580645161290323,1.79568355176024,2.79679337745893e-06,357552.334062149,792319.953688413,0.573841104155318,0.579082818590243,0.271014981034661,0.105151907950693,0.0976365712840308,405976.064516129,193728.681236059
"51",151,"Sockeye","Black Lake","8/26/17","9/6/17","GOA","Chignik","Chignik","AK",56.28,-158.64,5,"Chignik River Early Run",46,1965,2010,1.23031873606553,6.09333321298657e-07,1641137.88799327,2066194.62792633,0.57094753351924,0.17688518880685,-0.119073083304051,0.443975532394822,1,1.26588466957132,6.97981173844231e-07,1432703.39870681,1869082.77844371,0.570840847453366,0.171044545223732,0.0671692529318053,-0.0369278733097876,-0.221839114617901,447369.68243913,117034.652192827
"52",152,"Sockeye","Chignik Lake","8/26/17","9/12/17","GOA","Chignik","Chignik","AK",56.28,-158.64,5,"Chignik River Late Run",46,1965,2010,2.01792602117402,2.42382201064968e-06,412571.548408359,1141770.79206165,0.341051992295603,0.124466466048904,-0.16284031508009,0.392315229914482,0.956521739130435,2.02769480564324,2.46024949096234e-06,406462.841948946,1135907.67132191,0.341141589162337,0.125942166785382,0.0848645045675213,0.0120416228618063,-0.117898499740175,285937.281352174,82586.5138270777
"53",153,"Sockeye","Nelson","8/26/17","9/6/17","BS","AK Peninsula","AK Peninsula","AK",55.96,-161.28,5,NA,30,1981,2010,1.53390325271325,3.65998966091455e-06,273224.815545004,466005.860008837,0.501790505068609,0.508880535265794,0.0613504791193074,0.786049445159119,0.733333333333333,1.84961426409701,5.00494471663499e-06,199802.406743133,467286.787883944,0.481166692629254,0.371189974207708,0.302275645084032,-0.117352068629239,-0.140947988846732,227057.666666667,84076.2353476289
"54",154,"Sockeye","Bear","8/26/17","9/6/17","BS","AK Peninsula","AK Peninsula","AK",56.16,-160.45,5,"Late run",30,1981,2010,2.1398212624609,6.34844178152002e-06,157518.968341326,492437.302228414,0.640035569719917,0.451073063194097,0.0769539797771977,0.713848094257855,0.533333333333333,2.47790072828002,8.46772791348133e-06,118095.433653214,517698.893024433,0.636190523975615,0.410933259759426,0.235440298717885,0.0105769808822662,-0.219735924757449,155226.866666667,49251.0331288337
"55",155,"Sockeye","Ugashik","12/1/16","9/12/17","BS","Bristol Bay","Bristol Bay South","AK",57.5,-157.6,3,"All BB tables except Togiak completely redone ~2012 after new genetic analyses on interceptions",50,1963,2012,1.51452224249907,5.3236553326302e-07,1878408.60746697,3142275.36326701,1.05620036566974,0.719134519040141,0.433860922463532,0.873356927498167,0.92,1.2947439933148,2.27707671464671e-07,4391595.56446982,5896957.90542489,0.984110261585747,0.591746691703867,0.449464550516362,0.29209367580135,0.183610833080529,931526.8,678947.343730885
"56",156,"Sockeye","Egegik","12/1/16","9/12/17","BS","Bristol Bay","Bristol Bay South","AK",58.25,-157.38,3,"All BB tables except Togiak completely redone ~2012 after new genetic analyses on interceptions",49,1963,2011,1.60676569482439,7.53302784656736e-08,13274874.5971473,24352604.7574288,0.730951546123846,0.494263605238339,0.194670942571748,0.709504643226459,1,1.47422717073469,-5.43316701444408e-08,-18405471.3823724,-29573395.2750763,0.720367205005739,0.440026942856022,0.307020870621736,0.266679293972701,0.250732154088874,1153193.34693878,460099.019564202
"57",157,"Sockeye","Naknek","12/1/16","9/12/17","BS","Bristol Bay","Bristol Bay South","AK",58.78,-157.08,3,"All BB tables except Togiak completely redone ~2012 after new genetic analyses on interceptions",50,1963,2012,1.44495365272416,2.75796874105691e-07,3625856.90371813,5657851.91764401,0.522365987682186,0.356801113095983,0.0693374851809033,0.589553989543819,1,1.4876806281801,3.06957663026071e-07,3257778.25561262,5305404.80005453,0.521298866836626,0.339806603183232,0.00456759534142406,-0.123910647327826,-0.0995468391135923,1417083.16,644659.959645974
"59",159,"Sockeye","Kvichak","12/1/16","9/12/17","BS","Bristol Bay","Bristol Bay South","AK",58.85,-157.03,3,"1980 escapement reduced by 5 million because they died in high water at the falls (G. Ruggerone)",50,1963,2012,0.861791646572715,2.72598185390175e-08,36684029.9603859,31948753.1807189,0.791129941587672,0.611588804828967,0.352426649632262,0.7836266810086,1,0.871521719951673,3.47761291888883e-08,28755356.7151896,25288399.944377,0.796325224521102,0.612139896277839,0.247328649776346,0.0753521579622519,-0.0792564068691679,4862101.58,4740321.91618302
"60",160,"Sockeye","Nushagak","12/1/16","9/12/17","BS","Bristol Bay","Bristol Bay North","AK",58.82,-158.49,3,"Excluded Nushagak before 1985 because escapement based on aerial surveys rather than sonar.  Sonar chnaged from Bendix to Didson in recenct years but some standardization.",50,1963,2012,1.50534832682633,7.54173027862322e-07,1325955.66674463,2197854.77902965,0.68251830850441,0.365371135858645,0.0595259678455156,0.608505581060974,0.98,1.49473153802549,7.32890431655243e-07,1364460.4388428,2237794.10391275,0.676193777952584,0.313422709132048,0.0605292917243145,0.162305088533708,0.151034736835628,565706.0041962,513588.954030398
"61",161,"Sockeye","Wood","12/1/16","9/12/17","BS","Bristol Bay","Bristol Bay North","AK",58.82,-158.62,3,"All BB tables except Togiak completely redone ~2012 after new genetic analyses on interceptions",50,1963,2012,1.59514685539351,3.78305452686627e-07,2643366.60467953,4793209.3101138,0.542011178240284,0.505150589599062,0.22611047091413,0.707573776564942,0.96,1.45701466854886,2.70014464374607e-07,3703505.30041473,5849138.69166332,0.538663648166966,0.473112363479852,0.357354699489775,0.178529997934832,0.0624192930204096,1282236.5,617320.195223835
"62",162,"Sockeye","Igushik","12/1/16","9/12/17","BS","Bristol Bay","Bristol Bay North","AK",58.68,-158.8,3,"All BB tables except Togiak completely redone ~2012 after new genetic analyses on interceptions",50,1963,2012,1.34500770973986,1.48543435482815e-06,673203.764777403,950564.258322909,0.743245731923303,0.542977078545284,0.275404794704351,0.732468485576815,0.92,1.42315319206862,1.72599639011409e-06,579375.487531523,884572.051002539,0.745268357969718,0.538316516649837,0.18742092010616,-0.0405208669116727,-0.0281931809682071,364885.72,309602.711941139
"63",163,"Sockeye","Togiak","12/1/16","9/13/17","BS","Bristol Bay","Bristol Bay North","AK",58.95,-160.45,11,NA,56,1956,2011,1.77904145929419,3.6529332876322e-06,273752.604074572,596611.562757096,0.487278228310013,0.322776698711305,0.0539349009025032,0.547987111431349,0.821428571428571,1.70655130234028,3.26978910598918e-06,305830.121633328,619914.206638265,0.486860173444427,0.312678813664559,0.115773966760005,0.0415435978730516,0.0346589794805685,188669.446428571,88492.3854478543
"64",164,"Sockeye","Goodnews","8/22/17","9/6/17","BS","AYK","AYK","AK",59.11,-161.62,7,"Middle Fork of Goodnews River was provided to Rich Brenner by Zachary Liller, ADF&G Research Coordinator for AYK (Division of Commercial Fisheries), on 22 August 2017.",29,1981,2009,1.08124563049514,1.76334669597899e-05,56710.3452928644,61510.1548841986,0.514684913372474,0.350249219164901,-0.0281359421744548,0.640840677409077,0.862068965517241,1.16051580596076,1.94654724728877e-05,51373.0145206001,60317.8953229091,0.514800610494192,0.341181183512324,0.0669366816307755,-0.221942226889447,-0.266175536949948,43594.5517241379,26081.2785449999
