"","stock.id","species","stock","ocean.region","region","sub.region","jurisdiction","lat","lon","useflag","broodyear","spawners","r0.1","r0.2","r0.3","r0.4","r0.5","r1.1","r1.2","r1.3","r1.4","r1.5","r2.1","r2.2","r2.3","r2.4","r3.1","r3.2","r3.3","r3.4","r4.1","r4.2","r4.3","recruits","logR_S"
"2811",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1968,252000,NA,NA,NA,NA,NA,15387,216201,15518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247106,-0.0196116931443127
"2812",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1969,2e+05,NA,NA,NA,NA,NA,11944,350722,4463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367129,0.607395918382962
"2813",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1970,124000,NA,NA,NA,NA,NA,18829,170961,16433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206223,0.508676541949502
"2814",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1971,183000,NA,NA,NA,NA,NA,9019,144347,17532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170898,-0.0684192655384997
"2815",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1972,249000,NA,NA,NA,NA,NA,8640,176340,2311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187291,-0.284789339423835
"2816",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1973,330000,NA,NA,NA,NA,NA,22575,406573,3391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432539,0.270579841256435
"2817",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1974,126000,NA,NA,NA,NA,NA,11475,263672,4758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279905,0.798168352933066
"2818",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1975,120000,NA,NA,NA,NA,NA,2072,202487,21691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226250,0.63414883979799
"2819",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1976,160231,NA,NA,NA,NA,NA,26010,476220,74235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576465,1.28029810264908
"2820",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1977,446816,NA,NA,NA,NA,NA,1849,115926,4147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121922,-1.29876538075652
"2821",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1978,305068,NA,NA,NA,NA,NA,8648,356275,131237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496160,0.486363752774896
"2822",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1979,219017,NA,NA,NA,NA,NA,9887,254769,74262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338918,0.436608837840679
"2823",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1980,371662,NA,NA,NA,NA,NA,5163,373920,62139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441222,0.171563311049962
"2824",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1981,111203,NA,NA,NA,NA,NA,1890,214031,43111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259032,0.845594246321318
"2825",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1982,289771,NA,NA,NA,NA,NA,7313,200616,64877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272806,-0.0603300360038948
"2826",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1983,229671,NA,NA,NA,NA,NA,3185,123493,55734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182412,-0.230379985142197
"2827",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1984,372525,NA,NA,NA,NA,NA,3668,551748,125093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680509,0.602536897911974
"2828",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1985,253135,NA,NA,NA,NA,NA,973,70027,38167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109167,-0.841044123415645
"2829",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1986,251061,NA,NA,NA,NA,NA,704,83475,15940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100119,-0.919336458994426
"2830",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1987,204699,NA,NA,NA,NA,NA,1649,68985,88918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159552,-0.249170719556368
"2831",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1988,377577,NA,NA,NA,NA,NA,1438,152131,19823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173392,-0.778219594218606
"2832",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1989,166548,NA,NA,NA,NA,NA,241,101739,14057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116037,-0.361374450396783
"2833",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1990,94218,NA,NA,NA,NA,NA,304,150287,2669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153260,0.486524579411387
"2834",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1991,89432,NA,NA,NA,NA,NA,230,28346,112501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141077,0.455827280642971
"2835",101,"Sockeye","Washington","WC","WA","WA","WA",47.48,-122.42,1,1992,161567,NA,NA,NA,NA,NA,1246,376635,31396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409277,0.929472271105418
