"","stock.id","species","stock","region","useflag","broodyear","spawners","r2","r3","r4","r5","r6","r7","recruits","logR_S"
"366",109,"Coho","Italio River","Southeast",1,1988,8000,NA,6720,6452,1121,NA,NA,14293,0.580328365247142
"367",109,"Coho","Italio River","Southeast",0,1989,8400,NA,7625,12330,NA,NA,NA,19955,0.865248032651429
"368",109,"Coho","Italio River","Southeast",0,1990,11400,NA,14571,NA,NA,NA,NA,14571,0.245419896631268
"377",109,"Coho","Italio River","Southeast",1,1972,5333,NA,2917,3593,914,NA,NA,7424,0.330804063865434
"378",109,"Coho","Italio River","Southeast",1,1973,1067,NA,4246,10054,682,NA,NA,14982,2.64199850820607
"379",109,"Coho","Italio River","Southeast",1,1974,4000,NA,11882,7499,573,NA,NA,19954,1.60713526337142
"380",109,"Coho","Italio River","Southeast",1,1975,1933,NA,8862,6301,617,NA,NA,15780,2.09967011519153
"381",109,"Coho","Italio River","Southeast",1,1976,1333,NA,7447,6786,773,NA,NA,15006,2.42101807992697
"382",109,"Coho","Italio River","Southeast",1,1977,10667,NA,8019,8508,524,NA,NA,17051,0.469053989392669
"383",109,"Coho","Italio River","Southeast",1,1978,4000,NA,10055,12566,0,NA,NA,22621,1.73258431725581
"384",109,"Coho","Italio River","Southeast",0,1979,4000,NA,13090,2686,0,NA,NA,15776,1.37219543674039
"385",109,"Coho","Italio River","Southeast",1,1980,4000,NA,5979,10326,3135,NA,NA,19440,1.5810384379124
"386",109,"Coho","Italio River","Southeast",1,1981,7333,NA,12620,14822,535,NA,NA,27977,1.3389980349348
"387",109,"Coho","Italio River","Southeast",1,1982,6667,NA,10546,4991,88,NA,NA,15625,0.851702211986542
"388",109,"Coho","Italio River","Southeast",1,1983,667,NA,3387,2813,1126,NA,NA,7326,2.39639489742314
"389",109,"Coho","Italio River","Southeast",1,1984,5933,NA,5891,5632,286,NA,NA,11809,0.688331965342638
"390",109,"Coho","Italio River","Southeast",1,1985,7333,NA,3482,3142,573,NA,NA,7197,-0.0187204365859953
"391",109,"Coho","Italio River","Southeast",1,1986,3600,NA,3713,4155,384,NA,NA,8252,0.829521749746941
"392",109,"Coho","Italio River","Southeast",1,1987,4667,NA,9600,4220,439,NA,NA,14259,1.1168718193323
"393",109,"Coho","Italio River","Southeast",1,1988,5333,NA,4987,4824,906,NA,NA,10717,0.697917334112395
"394",109,"Coho","Italio River","Southeast",0,1989,5600,NA,5701,9968,NA,NA,NA,15669,1.02891764038117
"395",109,"Coho","Italio River","Southeast",0,1990,7600,NA,11781,NA,NA,NA,NA,11781,0.438339816971697
"404",110,"Coho","Kaliakh River","Southeast",1,1973,8000,NA,4346,12514,2635,NA,NA,19495,0.890716480754725
"405",110,"Coho","Kaliakh River","Southeast",0,1974,5700,NA,8646,20707,1648,NA,NA,31001,1.69355328718888
"406",110,"Coho","Kaliakh River","Southeast",1,1975,3500,NA,14307,12950,953,NA,NA,28210,2.08691355651854
"407",110,"Coho","Kaliakh River","Southeast",1,1976,8000,NA,8947,7491,682,NA,NA,17120,0.76080582903376
"408",110,"Coho","Kaliakh River","Southeast",0,1977,16500,NA,5176,5359,320,NA,NA,10855,-0.41873457757628
"409",110,"Coho","Kaliakh River","Southeast",1,1978,25000,NA,3703,17579,137,NA,NA,21419,-0.154597446279195
"410",110,"Coho","Kaliakh River","Southeast",0,1979,14000,NA,14063,7790,196,NA,NA,22049,0.454209919775264
"411",110,"Coho","Kaliakh River","Southeast",1,1980,3000,NA,5740,6480,7105,NA,NA,19325,1.86278730580538
"412",110,"Coho","Kaliakh River","Southeast",1,1981,5000,NA,12959,47365,2340,NA,NA,62664,2.52834920763084
"413",110,"Coho","Kaliakh River","Southeast",1,1982,8000,NA,24472,12871,3611,NA,NA,40954,1.63300794394653
"414",110,"Coho","Kaliakh River","Southeast",1,1983,6000,NA,4290,12865,2449,NA,NA,19604,1.18397415781925
"415",110,"Coho","Kaliakh River","Southeast",1,1984,3500,NA,6094,6059,2116,NA,NA,14269,1.40532638345307
"416",110,"Coho","Kaliakh River","Southeast",1,1985,37500,NA,4383,13079,1345,NA,NA,18807,-0.690111792016424
"417",110,"Coho","Kaliakh River","Southeast",1,1986,5200,NA,4039,11533,0,NA,NA,15572,1.09681580416083
"418",110,"Coho","Kaliakh River","Southeast",0,1987,3800,NA,6343,1867,61,NA,NA,8271,0.777754353977429
"419",110,"Coho","Kaliakh River","Southeast",1,1988,2500,NA,3320,3972,791,NA,NA,8083,1.17347235887755
"420",110,"Coho","Kaliakh River","Southeast",0,1989,1000,NA,2077,6213,NA,NA,NA,8290,2.1150499691472
"421",110,"Coho","Kaliakh River","Southeast",0,1990,3450,NA,4293,NA,NA,NA,NA,4293,0.218611558199155
"430",110,"Coho","Kaliakh River","Southeast",1,1973,32000,NA,13466,39739,7885,NA,NA,61090,0.646612283861949
"431",110,"Coho","Kaliakh River","Southeast",0,1974,22800,NA,27456,61957,4588,NA,NA,94001,1.4165448845509
"432",110,"Coho","Kaliakh River","Southeast",1,1975,14000,NA,42807,36050,1583,NA,NA,80440,1.74845423528919
"433",110,"Coho","Kaliakh River","Southeast",1,1976,32000,NA,24907,12441,1732,NA,NA,39080,0.199874924374855
"434",110,"Coho","Kaliakh River","Southeast",0,1977,66000,NA,8596,13609,560,NA,NA,22765,-1.06443047323968
"435",110,"Coho","Kaliakh River","Southeast",1,1978,100000,NA,9403,30779,317,NA,NA,40499,-0.903892903538459
"436",110,"Coho","Kaliakh River","Southeast",0,1979,56000,NA,24623,18050,301,NA,NA,42974,-0.264756409079613
"437",110,"Coho","Kaliakh River","Southeast",1,1980,12000,NA,13300,9945,17230,NA,NA,40475,1.2157778497757
"438",110,"Coho","Kaliakh River","Southeast",1,1981,20000,NA,19889,114865,4212,NA,NA,138966,1.93849702533964
"439",110,"Coho","Kaliakh River","Southeast",1,1982,32000,NA,59347,23167,5435,NA,NA,87949,1.01102119822255
"440",110,"Coho","Kaliakh River","Southeast",1,1983,24000,NA,7722,19363,3874,NA,NA,30959,0.254609918110331
"441",110,"Coho","Kaliakh River","Southeast",1,1984,14000,NA,9172,9584,2446,NA,NA,21202,0.415038187235647
"442",110,"Coho","Kaliakh River","Southeast",1,1985,150000,NA,6933,15119,2070,NA,NA,24122,-1.8275110069352
"443",110,"Coho","Kaliakh River","Southeast",1,1986,20800,NA,4669,17743,0,NA,NA,22412,0.0746435429957657
"444",110,"Coho","Kaliakh River","Southeast",0,1987,15200,NA,9758,2515,106,NA,NA,12379,-0.205293939302558
"445",110,"Coho","Kaliakh River","Southeast",1,1988,10000,NA,4472,6897,1106,NA,NA,12475,0.221141548643537
"446",110,"Coho","Kaliakh River","Southeast",0,1989,4000,NA,3607,8688,NA,NA,NA,12295,1.12289831454827
"447",110,"Coho","Kaliakh River","Southeast",0,1990,13800,NA,6003,NA,NA,NA,NA,6003,-0.832409247893453
"456",110,"Coho","Kaliakh River","Southeast",1,1973,16000,NA,7386,21589,4385,NA,NA,33360,0.734768855250765
"457",110,"Coho","Kaliakh River","Southeast",0,1974,11400,NA,14916,34457,2628,NA,NA,52001,1.5176495937653
"458",110,"Coho","Kaliakh River","Southeast",1,1975,7000,NA,23807,20650,1163,NA,NA,45620,1.87443606780093
"459",110,"Coho","Kaliakh River","Southeast",1,1976,16000,NA,14267,9141,1032,NA,NA,24440,0.423632412063613
"460",110,"Coho","Kaliakh River","Southeast",0,1977,33000,NA,6316,8109,400,NA,NA,14825,-0.800192616582691
"461",110,"Coho","Kaliakh River","Southeast",1,1978,50000,NA,5603,21979,197,NA,NA,27779,-0.587742665870091
"462",110,"Coho","Kaliakh River","Southeast",0,1979,28000,NA,17583,11210,231,NA,NA,29024,0.0359185637575221
"463",110,"Coho","Kaliakh River","Southeast",1,1980,6000,NA,8260,7635,10480,NA,NA,26375,1.48065712256818
"464",110,"Coho","Kaliakh River","Southeast",1,1981,10000,NA,15269,69865,2964,NA,NA,88098,2.17586473821481
"465",110,"Coho","Kaliakh River","Southeast",1,1982,16000,NA,36097,16303,4219,NA,NA,56619,1.26375589568433
"466",110,"Coho","Kaliakh River","Southeast",1,1983,12000,NA,5434,15031,2924,NA,NA,23389,0.667359176580757
"467",110,"Coho","Kaliakh River","Southeast",1,1984,7000,NA,7120,7234,2226,NA,NA,16580,0.862287000651836
"468",110,"Coho","Kaliakh River","Southeast",1,1985,75000,NA,5233,13759,1587,NA,NA,20579,-1.2932169751759
"469",110,"Coho","Kaliakh River","Southeast",1,1986,10400,NA,4249,13603,0,NA,NA,17852,0.540309740619696
"470",110,"Coho","Kaliakh River","Southeast",0,1987,7600,NA,7481,2083,76,NA,NA,9640,0.237772861330169
"471",110,"Coho","Kaliakh River","Southeast",1,1988,5000,NA,3704,4947,896,NA,NA,9547,0.646789056581796
"472",110,"Coho","Kaliakh River","Southeast",0,1989,2000,NA,2587,7038,NA,NA,NA,9625,1.5712166996139
"473",110,"Coho","Kaliakh River","Southeast",0,1990,6900,NA,4863,NA,NA,NA,NA,4863,-0.349865880181565
"482",110,"Coho","Kaliakh River","Southeast",1,1973,10667,NA,5360,15539,3219,NA,NA,24118,0.815803586038055
"483",110,"Coho","Kaliakh River","Southeast",0,1974,7600,NA,10736,25290,1975,NA,NA,38001,1.60946422787732
"484",110,"Coho","Kaliakh River","Southeast",1,1975,4667,NA,17473,15517,1023,NA,NA,34013,1.9862263375114
"485",110,"Coho","Kaliakh River","Southeast",1,1976,10667,NA,10721,8041,799,NA,NA,19561,0.606382924400877
"486",110,"Coho","Kaliakh River","Southeast",0,1977,22000,NA,5556,6276,346,NA,NA,12178,-0.591411408171933
"487",110,"Coho","Kaliakh River","Southeast",1,1978,33333,NA,4336,19046,157,NA,NA,23539,-0.347889277223791
"488",110,"Coho","Kaliakh River","Southeast",0,1979,18667,NA,15237,8930,208,NA,NA,24375,0.266800757833451
"489",110,"Coho","Kaliakh River","Southeast",1,1980,4000,NA,6580,6865,8230,NA,NA,21675,1.68986516154672
"490",110,"Coho","Kaliakh River","Southeast",1,1981,6667,NA,13729,54865,2548,NA,NA,71142,2.36750789606807
"491",110,"Coho","Kaliakh River","Southeast",1,1982,10667,NA,28347,14015,3814,NA,NA,46176,1.46530531894811
"492",110,"Coho","Kaliakh River","Southeast",1,1983,8000,NA,4672,13588,2608,NA,NA,20868,0.95877534348031
"493",110,"Coho","Kaliakh River","Southeast",1,1984,4667,NA,6436,6450,2152,NA,NA,15038,1.17006386398816
"494",110,"Coho","Kaliakh River","Southeast",1,1985,50000,NA,4666,13306,1426,NA,NA,19398,-0.946853037456795
"495",110,"Coho","Kaliakh River","Southeast",1,1986,6933,NA,4109,12223,0,NA,NA,16332,0.856833753496976
"496",110,"Coho","Kaliakh River","Southeast",0,1987,5067,NA,6722,1939,66,NA,NA,8727,0.543672741687402
"497",110,"Coho","Kaliakh River","Southeast",1,1988,3333,NA,3448,4297,826,NA,NA,8571,0.944511612591143
"498",110,"Coho","Kaliakh River","Southeast",0,1989,1333,NA,2247,6488,NA,NA,NA,8735,1.87990590238945
"499",110,"Coho","Kaliakh River","Southeast",0,1990,4600,NA,4483,NA,NA,NA,NA,4483,-0.0257638383217469
"508",111,"Coho","Lost River","Southeast",1,1972,3800,NA,2750,3608,924,NA,NA,7282,0.650404483020902
"509",111,"Coho","Lost River","Southeast",1,1973,1978,NA,3608,7238,917,NA,NA,11763,1.78287277877778
"510",111,"Coho","Lost River","Southeast",1,1974,2500,NA,7238,7183,1252,NA,NA,15673,1.83564875479778
"511",111,"Coho","Lost River","Southeast",1,1975,1300,NA,7183,9808,1168,NA,NA,18159,2.63680204111017
"512",111,"Coho","Lost River","Southeast",1,1976,1200,NA,9808,9149,1392,NA,NA,20349,2.8307102138381
"513",111,"Coho","Lost River","Southeast",1,1977,4050,NA,9149,10903,0,NA,NA,20052,1.59961201828281
"514",111,"Coho","Lost River","Southeast",1,1978,3450,NA,10903,15527,0,NA,NA,26430,2.03612549757293
"515",111,"Coho","Lost River","Southeast",1,1979,8450,NA,23722,11639,0,NA,NA,35361,1.43144307654346
"516",111,"Coho","Lost River","Southeast",1,1980,5700,NA,18881,7976,469,NA,NA,27326,1.56737245507579
"517",111,"Coho","Lost River","Southeast",1,1981,7363,NA,14179,11718,1768,NA,NA,27665,1.32370061796349
"518",111,"Coho","Lost River","Southeast",1,1982,10400,NA,7265,6945,1924,NA,NA,16134,0.439123040367456
"519",111,"Coho","Lost River","Southeast",1,1983,8110,NA,4294,7845,1395,NA,NA,13534,0.512107169682712
"520",111,"Coho","Lost River","Southeast",1,1984,6780,NA,5772,6339,1168,NA,NA,13279,0.672206738055886
"521",111,"Coho","Lost River","Southeast",1,1985,3300,NA,5325,5604,634,NA,NA,11563,1.25388787667439
"522",111,"Coho","Lost River","Southeast",1,1986,3610,NA,5371,10778,316,NA,NA,16465,1.51752914348354
"523",111,"Coho","Lost River","Southeast",1,1987,5482,NA,8876,3348,1160,NA,NA,13384,0.892589965803929
"524",111,"Coho","Lost River","Southeast",1,1988,2600,NA,2969,9090,1594,NA,NA,13653,1.65844783267518
"525",111,"Coho","Lost River","Southeast",0,1989,2190,NA,9090,12486,NA,NA,NA,21576,2.28768004200902
"526",111,"Coho","Lost River","Southeast",0,1990,9460,NA,12486,NA,NA,NA,NA,12486,0.277535633575765
"535",111,"Coho","Lost River","Southeast",1,1972,15200,NA,4583,5300,1653,NA,NA,11536,-0.275822847309638
"536",111,"Coho","Lost River","Southeast",1,1973,7912,NA,5300,12949,1538,NA,NA,19787,0.916644562089892
"537",111,"Coho","Lost River","Southeast",1,1974,10000,NA,12949,12048,2773,NA,NA,27770,1.02137120832466
"538",111,"Coho","Lost River","Southeast",1,1975,5200,NA,12048,21723,2194,NA,NA,35965,1.93388761773194
"539",111,"Coho","Lost River","Southeast",1,1976,4800,NA,21723,17186,2717,NA,NA,41626,2.16010905412221
"540",111,"Coho","Lost River","Southeast",1,1977,16200,NA,17186,21284,0,NA,NA,38470,0.864867474525865
"541",111,"Coho","Lost River","Southeast",1,1978,13800,NA,21284,26759,0,NA,NA,48043,1.24742785105886
"542",111,"Coho","Lost River","Southeast",1,1979,33800,NA,40882,22587,0,NA,NA,63469,0.630090795230259
"543",111,"Coho","Lost River","Southeast",1,1980,22800,NA,36642,13467,667,NA,NA,50776,0.800663266043774
"544",111,"Coho","Lost River","Southeast",1,1981,29452,NA,23942,16668,3284,NA,NA,43894,0.399015816974196
"545",111,"Coho","Lost River","Southeast",1,1982,41600,NA,10334,12902,4062,NA,NA,27298,-0.421286727833214
"546",111,"Coho","Lost River","Southeast",1,1983,32440,NA,7976,16561,2253,NA,NA,26790,-0.191363545690695
"547",111,"Coho","Lost River","Southeast",1,1984,27120,NA,12186,10239,1825,NA,NA,24250,-0.111854845688703
"548",111,"Coho","Lost River","Southeast",1,1985,13200,NA,8601,8758,1485,NA,NA,18844,0.355977731245469
"549",111,"Coho","Lost River","Southeast",1,1986,14440,NA,8393,25252,492,NA,NA,34137,0.860379706578301
"550",111,"Coho","Lost River","Southeast",1,1987,21928,NA,20795,5216,1923,NA,NA,27934,0.242080225883095
"551",111,"Coho","Lost River","Southeast",1,1988,10400,NA,4626,15062,2572,NA,NA,22260,0.760985539700072
"552",111,"Coho","Lost River","Southeast",0,1989,8760,NA,15062,20151,NA,NA,NA,35213,1.3912194276564
"553",111,"Coho","Lost River","Southeast",0,1990,37840,NA,20151,NA,NA,NA,NA,20151,-0.63011282923084
"562",111,"Coho","Lost River","Southeast",1,1972,7600,NA,3361,4172,1167,NA,NA,8700,0.135174778368253
"563",111,"Coho","Lost River","Southeast",1,1973,3956,NA,4172,9142,1124,NA,NA,14438,1.2946302059565
"564",111,"Coho","Lost River","Southeast",1,1974,5000,NA,9142,8805,1759,NA,NA,19706,1.37148524546618
"565",111,"Coho","Lost River","Southeast",1,1975,2600,NA,8805,13780,1510,NA,NA,24095,2.22649290506486
"566",111,"Coho","Lost River","Southeast",1,1976,2400,NA,13780,11828,1830,NA,NA,27438,2.43646017655007
"567",111,"Coho","Lost River","Southeast",1,1977,8100,NA,11828,14363,0,NA,NA,26191,1.1735517786247
"568",111,"Coho","Lost River","Southeast",1,1978,6900,NA,14363,19271,0,NA,NA,33634,1.58401604849734
"569",111,"Coho","Lost River","Southeast",1,1979,16900,NA,29442,15288,0,NA,NA,44730,0.973330795515729
"570",111,"Coho","Lost River","Southeast",1,1980,11400,NA,24801,9806,535,NA,NA,35142,1.12578364093525
"571",111,"Coho","Lost River","Southeast",1,1981,14726,NA,17433,13368,2273,NA,NA,33074,0.809132836281479
"572",111,"Coho","Lost River","Southeast",1,1982,20800,NA,8288,8931,2637,NA,NA,19856,-0.0464467582450209
"573",111,"Coho","Lost River","Southeast",1,1983,16220,NA,5521,10750,1681,NA,NA,17952,0.101456480653019
"574",111,"Coho","Lost River","Southeast",1,1984,13560,NA,7910,7639,1387,NA,NA,16936,0.222317251320314
"575",111,"Coho","Lost River","Southeast",1,1985,6600,NA,6417,6656,918,NA,NA,13991,0.751344616718769
"576",111,"Coho","Lost River","Southeast",1,1986,7220,NA,6378,15602,375,NA,NA,22355,1.13019505678121
"577",111,"Coho","Lost River","Southeast",1,1987,10964,NA,12849,3971,1415,NA,NA,18235,0.508725645820104
"578",111,"Coho","Lost River","Southeast",1,1988,5200,NA,3521,11081,1920,NA,NA,16522,1.15603420055293
"579",111,"Coho","Lost River","Southeast",0,1989,4380,NA,11081,15041,NA,NA,NA,26122,1.78572914676697
"580",111,"Coho","Lost River","Southeast",0,1990,18920,NA,15041,NA,NA,NA,NA,15041,-0.229439757950656
"589",111,"Coho","Lost River","Southeast",1,1972,7600,NA,3361,4172,1167,NA,NA,8700,0.135174778368253
"590",111,"Coho","Lost River","Southeast",1,1973,3956,NA,4172,9142,1124,NA,NA,14438,1.2946302059565
"591",111,"Coho","Lost River","Southeast",1,1974,5000,NA,9142,8805,1759,NA,NA,19706,1.37148524546618
"592",111,"Coho","Lost River","Southeast",1,1975,2600,NA,8805,13780,1510,NA,NA,24095,2.22649290506486
"593",111,"Coho","Lost River","Southeast",1,1976,2400,NA,13780,11828,1830,NA,NA,27438,2.43646017655007
"594",111,"Coho","Lost River","Southeast",1,1977,8100,NA,11828,14363,0,NA,NA,26191,1.1735517786247
"595",111,"Coho","Lost River","Southeast",1,1978,6900,NA,14363,19271,0,NA,NA,33634,1.58401604849734
"596",111,"Coho","Lost River","Southeast",1,1979,16900,NA,29442,15288,0,NA,NA,44730,0.973330795515729
"597",111,"Coho","Lost River","Southeast",1,1980,11400,NA,24801,9806,535,NA,NA,35142,1.12578364093525
"598",111,"Coho","Lost River","Southeast",1,1981,14726,NA,17433,13368,2273,NA,NA,33074,0.809132836281479
"599",111,"Coho","Lost River","Southeast",1,1982,20800,NA,8288,8931,2637,NA,NA,19856,-0.0464467582450209
"600",111,"Coho","Lost River","Southeast",1,1983,16220,NA,5521,10750,1681,NA,NA,17952,0.101456480653019
"601",111,"Coho","Lost River","Southeast",1,1984,13560,NA,7910,7639,1387,NA,NA,16936,0.222317251320314
"602",111,"Coho","Lost River","Southeast",1,1985,6600,NA,6417,6656,918,NA,NA,13991,0.751344616718769
"603",111,"Coho","Lost River","Southeast",1,1986,7220,NA,6378,15602,375,NA,NA,22355,1.13019505678121
"604",111,"Coho","Lost River","Southeast",1,1987,10964,NA,12849,3971,1415,NA,NA,18235,0.508725645820104
"605",111,"Coho","Lost River","Southeast",1,1988,5200,NA,3521,11081,1920,NA,NA,16522,1.15603420055293
"606",111,"Coho","Lost River","Southeast",0,1989,4380,NA,11081,15041,NA,NA,NA,26122,1.78572914676697
"607",111,"Coho","Lost River","Southeast",0,1990,18920,NA,15041,NA,NA,NA,NA,15041,-0.229439757950656
"616",112,"Coho","Situk River","Southeast",1,1972,5100,NA,11951,13331,2535,NA,NA,27817,1.69640680486114
"617",112,"Coho","Situk River","Southeast",1,1973,1719,NA,13615,23827,2611,NA,NA,40053,3.14846085067536
"618",112,"Coho","Situk River","Southeast",1,1974,4260,NA,24334,24544,1902,NA,NA,50780,2.47823341599525
"619",112,"Coho","Situk River","Southeast",1,1975,4500,NA,25066,17882,2231,NA,NA,45179,2.30655498033116
"620",112,"Coho","Situk River","Southeast",1,1976,3280,NA,18262,20972,3292,NA,NA,42526,2.56227223118846
"621",112,"Coho","Situk River","Southeast",1,1977,3750,NA,21419,30941,2174,NA,NA,54534,2.67706852038237
"622",112,"Coho","Situk River","Southeast",1,1978,3850,NA,31599,33341,356,NA,NA,65296,2.83085763036376
"623",112,"Coho","Situk River","Southeast",1,1979,7000,NA,44938,13156,0,NA,NA,58094,2.11615223924606
"624",112,"Coho","Situk River","Southeast",1,1980,8100,NA,24534,30122,5183,NA,NA,59839,1.99979356061825
"625",112,"Coho","Situk River","Southeast",1,1981,8430,NA,50527,44573,927,NA,NA,96027,2.43283262991071
"626",112,"Coho","Situk River","Southeast",1,1982,9180,NA,42500,17298,3917,NA,NA,63715,1.93739280903184
"627",112,"Coho","Situk River","Southeast",1,1983,5300,NA,9885,25678,11757,NA,NA,47320,2.18922621855211
"628",112,"Coho","Situk River","Southeast",1,1984,14000,NA,15233,51925,6495,NA,NA,73653,1.66030754566136
"629",112,"Coho","Situk River","Southeast",1,1985,6490,NA,36250,27603,1791,NA,NA,65644,2.31398367210138
"630",112,"Coho","Situk River","Southeast",1,1986,3162,NA,34097,20296,7520,NA,NA,61913,2.97452543500805
"631",112,"Coho","Situk River","Southeast",1,1987,2000,NA,22086,60163,8810,NA,NA,91059,3.81836046751613
"632",112,"Coho","Situk River","Southeast",1,1988,11000,NA,51568,82809,11254,NA,NA,145631,2.58318075238957
"633",112,"Coho","Situk River","Southeast",0,1989,3900,NA,84571,105786,NA,NA,NA,190357,3.88792470337976
"634",112,"Coho","Situk River","Southeast",0,1990,1630,NA,108036,NA,NA,NA,NA,108036,4.19388449009567
"643",112,"Coho","Situk River","Southeast",1,1972,20400,NA,18431,17956,3097,NA,NA,39484,0.660360625705471
"644",112,"Coho","Situk River","Southeast",1,1973,6876,NA,18338,29115,3189,NA,NA,50642,1.99674418400621
"645",112,"Coho","Situk River","Southeast",1,1974,17040,NA,29734,29972,2952,NA,NA,62658,1.3021278453243
"646",112,"Coho","Situk River","Southeast",1,1975,18000,NA,30610,27752,3446,NA,NA,61808,1.23366104802776
"647",112,"Coho","Situk River","Southeast",1,1976,13120,NA,28342,32393,4556,NA,NA,65291,1.60471641784651
"648",112,"Coho","Situk River","Southeast",1,1977,15000,NA,33083,42827,3001,NA,NA,78911,1.6602704340155
"649",112,"Coho","Situk River","Southeast",1,1978,15400,NA,43739,46009,515,NA,NA,90263,1.76836012174135
"650",112,"Coho","Situk River","Southeast",1,1979,28000,NA,62012,19039,0,NA,NA,81051,1.06287407599329
"651",112,"Coho","Situk River","Southeast",1,1980,32400,NA,35505,43142,6156,NA,NA,84803,0.9621724967323
"652",112,"Coho","Situk River","Southeast",1,1981,33720,NA,72367,52945,1211,NA,NA,126523,1.32233297668882
"653",112,"Coho","Situk River","Southeast",1,1982,36720,NA,50482,22611,4457,NA,NA,77550,0.747601323870258
"654",112,"Coho","Situk River","Southeast",1,1983,21200,NA,12920,29218,15717,NA,NA,57855,1.00393869865033
"655",112,"Coho","Situk River","Southeast",1,1984,56000,NA,17333,69415,7899,NA,NA,94647,0.524802490696785
"656",112,"Coho","Situk River","Southeast",1,1985,25960,NA,48460,33570,1937,NA,NA,83967,1.17386697267598
"657",112,"Coho","Situk River","Southeast",1,1986,12648,NA,41468,21958,9053,NA,NA,72479,1.74579776482288
"658",112,"Coho","Situk River","Southeast",1,1987,8000,NA,23896,72427,10883,NA,NA,107206,2.59531067553985
"659",112,"Coho","Situk River","Southeast",1,1988,44000,NA,62080,102296,12859,NA,NA,177235,1.39328690167884
"660",112,"Coho","Situk River","Southeast",0,1989,15600,NA,104472,120873,NA,NA,NA,225345,2.67036164692701
"661",112,"Coho","Situk River","Southeast",0,1990,6520,NA,123444,NA,NA,NA,NA,123444,2.94091323599833
"670",112,"Coho","Situk River","Southeast",1,1972,10200,NA,14111,14873,2722,NA,NA,31706,1.13411821713081
"671",112,"Coho","Situk River","Southeast",1,1973,3438,NA,15189,25590,2804,NA,NA,43583,2.53977725910346
"672",112,"Coho","Situk River","Southeast",1,1974,8520,NA,26134,26353,2252,NA,NA,54739,1.86016009442761
"673",112,"Coho","Situk River","Southeast",1,1975,9000,NA,26914,21172,2636,NA,NA,50722,1.72913516419198
"674",112,"Coho","Situk River","Southeast",1,1976,6560,NA,21622,24779,3713,NA,NA,50114,2.03330980721619
"675",112,"Coho","Situk River","Southeast",1,1977,7500,NA,25307,34903,2450,NA,NA,62660,2.12282026498178
"676",112,"Coho","Situk River","Southeast",1,1978,7700,NA,35646,37564,409,NA,NA,73619,2.25768281573357
"677",112,"Coho","Situk River","Southeast",1,1979,14000,NA,50629,15117,0,NA,NA,65746,1.5467415030901
"678",112,"Coho","Situk River","Southeast",1,1980,16200,NA,28191,34462,5507,NA,NA,68160,1.43684664028272
"679",112,"Coho","Situk River","Southeast",1,1981,16860,NA,57807,47364,1022,NA,NA,106193,1.84031424069075
"680",112,"Coho","Situk River","Southeast",1,1982,18360,NA,45161,19069,4097,NA,NA,68327,1.3141306180558
"681",112,"Coho","Situk River","Southeast",1,1983,10600,NA,10897,26858,13077,NA,NA,50832,1.56767207640914
"682",112,"Coho","Situk River","Southeast",1,1984,28000,NA,15933,57755,6963,NA,NA,80651,1.05792669357519
"683",112,"Coho","Situk River","Southeast",1,1985,12980,NA,40320,29592,1840,NA,NA,71752,1.70980601753976
"684",112,"Coho","Situk River","Southeast",1,1986,6324,NA,36554,20850,8031,NA,NA,65435,2.33670536416022
"685",112,"Coho","Situk River","Southeast",1,1987,4000,NA,22690,64251,9501,NA,NA,96442,3.18264743026091
"686",112,"Coho","Situk River","Southeast",1,1988,22000,NA,55072,89305,11789,NA,NA,156166,1.9598770906995
"687",112,"Coho","Situk River","Southeast",0,1989,7800,NA,91205,110815,NA,NA,NA,202020,3.25424296870549
"688",112,"Coho","Situk River","Southeast",0,1990,3260,NA,113172,NA,NA,NA,NA,113172,3.54718158997113
"697",112,"Coho","Situk River","Southeast",1,1972,6800,NA,12671,13845,2597,NA,NA,29113,1.45426219763403
"698",112,"Coho","Situk River","Southeast",1,1973,2292,NA,14139,24415,2675,NA,NA,41229,2.88971709338833
"699",112,"Coho","Situk River","Southeast",1,1974,5680,NA,24934,25147,2019,NA,NA,52100,2.21621371602626
"700",112,"Coho","Situk River","Southeast",1,1975,6000,NA,25682,18978,2366,NA,NA,47026,2.05894117101736
"701",112,"Coho","Situk River","Southeast",1,1976,4373,NA,19382,22241,3432,NA,NA,45055,2.33243469325622
"702",112,"Coho","Situk River","Southeast",1,1977,5000,NA,22715,32262,2266,NA,NA,57243,2.43786745178221
"703",112,"Coho","Situk River","Southeast",1,1978,5133,NA,32948,34748,373,NA,NA,68069,2.58483161301427
"704",112,"Coho","Situk River","Southeast",1,1979,9333,NA,46835,13810,0,NA,NA,60645,1.87148068517723
"705",112,"Coho","Situk River","Southeast",1,1980,10800,NA,25753,31569,5291,NA,NA,62613,1.75742679014755
"706",112,"Coho","Situk River","Southeast",1,1981,11240,NA,52954,45503,958,NA,NA,99415,2.1798241632445
"707",112,"Coho","Situk River","Southeast",1,1982,12240,NA,43387,17889,3977,NA,NA,65253,1.67356274507321
"708",112,"Coho","Situk River","Southeast",1,1983,7067,NA,10222,26072,12197,NA,NA,48491,1.92594215200472
"709",112,"Coho","Situk River","Southeast",1,1984,18667,NA,15466,53869,6652,NA,NA,75987,1.40380501397312
"710",112,"Coho","Situk River","Southeast",1,1985,8653,NA,37606,28271,1807,NA,NA,67684,2.05694373358178
