"","stock.id","species","stock","region","sub.region","broodyear","spawners","recruits","use","recruits.2","recruits.3","recruits.4","recruits.5","recruits.6","age","logR_S"
"69",302,"Chum","Grays Harbour","Outside WA","Outside WA",1993,21059,18391,1,NA,2903,10770,4718,0,"data",-0.135466607680797
"70",302,"Chum","Grays Harbour","Outside WA","Outside WA",1994,24592,32484,1,NA,2549,26749,3185.7,0,"data",0.278326473623924
"71",302,"Chum","Grays Harbour","Outside WA","Outside WA",1995,12616,7539,1,NA,3790,3640.8,107.8,0,"data",-0.514876302431172
"72",302,"Chum","Grays Harbour","Outside WA","Outside WA",1996,12413,16322,1,NA,8495.2,6791.4,1035.64,0,"data",0.27376958051324
"73",302,"Chum","Grays Harbour","Outside WA","Outside WA",1997,13456,25762,1,NA,3880.8,16052.42,5828.4,0,"data",0.649475434743304
"74",302,"Chum","Grays Harbour","Outside WA","Outside WA",1998,35188,36167,1,NA,8802.94,25904,1460.19,0,"data",0.0274419854693656
"75",302,"Chum","Grays Harbour","Outside WA","Outside WA",1999,12260,81679,1,NA,33027.6,44292.43,4359.03,0,"data",1.89645500037428
"76",302,"Chum","Grays Harbour","Outside WA","Outside WA",2000,8936,29121,1,NA,2920.38,23807.01,2393.64,0,"data",1.1813715016313
"77",302,"Chum","Grays Harbour","Outside WA","Outside WA",2001,24898,22854,1,NA,5364.96,16157.07,1213.36,118.25,"data",-0.0856613222350723
"78",302,"Chum","Grays Harbour","Outside WA","Outside WA",2002,56175,16856,1,NA,1396.29,12740.28,2719.75,0,"data",-1.2037651415695
"79",302,"Chum","Grays Harbour","Outside WA","Outside WA",2003,37947,9195,1,NA,1213.36,7568,413.9,0,"data",-1.41753059127723
"80",302,"Chum","Grays Harbour","Outside WA","Outside WA",2004,17115,6434,1,NA,1537.25,4139,758.24,0,"data",-0.978358843165314
"81",302,"Chum","Grays Harbour","Outside WA","Outside WA",2005,13058,18156,1,NA,3725.1,12321.4,2109.45,0,"data",0.329600111829777
"88",303,"Chum","S Sound Summer","Inside WA","Inside WA",1968,22007,128509,1,NA,10005,116155,2349,NA,"data",1.76463835622577
"89",303,"Chum","S Sound Summer","Inside WA","Inside WA",1969,3439,41801,1,NA,17193,23863,745,NA,"data",2.4977395312394
"90",303,"Chum","S Sound Summer","Inside WA","Inside WA",1970,5410,29271,1,NA,15002,14125,144,NA,"data",1.68834817193553
"91",303,"Chum","S Sound Summer","Inside WA","Inside WA",1971,4809,13755,1,NA,7762,5916,77,NA,"data",1.05091323208101
"92",303,"Chum","S Sound Summer","Inside WA","Inside WA",1972,33523,74853,1,NA,2392,72371,90,NA,"data",0.803294419806984
"93",303,"Chum","S Sound Summer","Inside WA","Inside WA",1973,9643,10407,1,NA,4289,5938,180,NA,"data",0.076246393127475
"94",303,"Chum","S Sound Summer","Inside WA","Inside WA",1974,19729,13737,1,NA,4009,9678,50,NA,"data",-0.361996712169764
"95",303,"Chum","S Sound Summer","Inside WA","Inside WA",1975,5803,5537,1,NA,5101,406,30,NA,"data",-0.0469221873676411
"96",303,"Chum","S Sound Summer","Inside WA","Inside WA",1976,32743,7693,1,NA,1065,5299,1329,NA,"data",-1.4483783743007
"97",303,"Chum","S Sound Summer","Inside WA","Inside WA",1977,3835,22230,1,NA,9752,11656,822,NA,"data",1.75727329315689
"98",303,"Chum","S Sound Summer","Inside WA","Inside WA",1978,5875,4837,1,NA,1007,3303,527,NA,"data",-0.194411366189377
"99",303,"Chum","S Sound Summer","Inside WA","Inside WA",1979,1005,5448,1,NA,2753,2524,171,NA,"data",1.69026102733617
"100",303,"Chum","S Sound Summer","Inside WA","Inside WA",1980,7555,15112,1,NA,1789,13013,310,NA,"data",0.693279534474506
"101",303,"Chum","S Sound Summer","Inside WA","Inside WA",1981,6294,10129,1,NA,5813,3867,449,NA,"data",0.475805798062445
"102",303,"Chum","S Sound Summer","Inside WA","Inside WA",1982,4089,19455,1,NA,3330,14690,1435,NA,"data",1.55980366505401
"103",303,"Chum","S Sound Summer","Inside WA","Inside WA",1983,1769,16976,1,NA,4351,10540,2085,NA,"data",2.26138616669398
"104",303,"Chum","S Sound Summer","Inside WA","Inside WA",1984,8034,91579,1,NA,15780,72281,3518,NA,"data",2.43351945181752
"105",303,"Chum","S Sound Summer","Inside WA","Inside WA",1985,4022,43916,1,NA,11902,28070,3944,NA,"data",2.39049942702203
"106",303,"Chum","S Sound Summer","Inside WA","Inside WA",1986,10019,61065,1,NA,5370,48864,6831,NA,"data",1.80745558034593
"107",303,"Chum","S Sound Summer","Inside WA","Inside WA",1987,19058,28878,1,NA,1972,21447,5459,NA,"data",0.415593098623031
"108",303,"Chum","S Sound Summer","Inside WA","Inside WA",1988,31282,150290,1,NA,11438,130441,8411,NA,"data",1.56952390869395
"109",303,"Chum","S Sound Summer","Inside WA","Inside WA",1989,7424,31869,1,NA,5459,19899,6511,NA,"data",1.45691575498209
"110",303,"Chum","S Sound Summer","Inside WA","Inside WA",1990,14385,69011,1,NA,7301,55085,6625,NA,"data",1.56807991517754
"111",303,"Chum","S Sound Summer","Inside WA","Inside WA",1991,12181,7443,1,NA,2234,4523,686,NA,"data",-0.492603367340048
"112",303,"Chum","S Sound Summer","Inside WA","Inside WA",1992,27760,177629,1,NA,52425,121402,3802,NA,"data",1.85610096987767
"113",303,"Chum","S Sound Summer","Inside WA","Inside WA",1993,33177,17264,1,NA,2985,10840,3439,NA,"data",-0.653233456245554
"114",303,"Chum","S Sound Summer","Inside WA","Inside WA",1994,54391,54084,1,NA,2055,49547,2482,NA,"data",-0.00566030550201381
"115",303,"Chum","S Sound Summer","Inside WA","Inside WA",1995,55179,50147,1,NA,34518,14964,665,NA,"data",-0.0956237540365303
"116",303,"Chum","S Sound Summer","Inside WA","Inside WA",1996,114316,47511,1,NA,6099,37176,4236,NA,"data",-0.878005280328617
"117",303,"Chum","S Sound Summer","Inside WA","Inside WA",1997,16001,56728,1,NA,1140,52040,3548,NA,"data",1.26561669571496
"118",303,"Chum","S Sound Summer","Inside WA","Inside WA",1998,80404,75504,1,NA,27835,45239,2430,NA,"data",-0.062878291207118
"119",303,"Chum","S Sound Summer","Inside WA","Inside WA",1999,23461,42462,1,NA,9758,25516,7188,NA,"data",0.593270090258874
"120",303,"Chum","S Sound Summer","Inside WA","Inside WA",2000,27705,202160,1,NA,21871,161930,18359,NA,"data",1.98744656076063
"121",303,"Chum","S Sound Summer","Inside WA","Inside WA",2001,62821,30102,1,NA,9080,21022,0,NA,"data",-0.735697797750925
"122",303,"Chum","S Sound Summer","Inside WA","Inside WA",2002,46798,78677,1,NA,5612,70917,2148,NA,"data",0.519510396695571
"123",303,"Chum","S Sound Summer","Inside WA","Inside WA",2003,45945,51970,1,NA,7880,41932,2158,NA,"data",0.123221600067502
"124",303,"Chum","S Sound Summer","Inside WA","Inside WA",2004,120782,42583,1,NA,13632,25825,3126,NA,"data",-1.04253215517919
"131",304,"Chum","S Sound Fall","Inside WA","Inside WA",1968,46975,327937,1,NA,77278,239838,10821,NA,"data",1.94320597146547
"132",304,"Chum","S Sound Fall","Inside WA","Inside WA",1969,35602,151088,1,NA,35500,109917,5671,NA,"data",1.44546063246547
"133",304,"Chum","S Sound Fall","Inside WA","Inside WA",1970,41655,177181,1,NA,69102,107058,1021,NA,"data",1.44775039951896
"134",304,"Chum","S Sound Fall","Inside WA","Inside WA",1971,43698,101659,1,NA,59114,42049,496,NA,"data",0.844321740795939
"135",304,"Chum","S Sound Fall","Inside WA","Inside WA",1972,65211,101964,1,NA,17000,83024,1940,NA,"data",0.446991643450567
"136",304,"Chum","S Sound Fall","Inside WA","Inside WA",1973,55301,293524,1,NA,164313,127418,1793,NA,"data",1.66916841609821
"137",304,"Chum","S Sound Fall","Inside WA","Inside WA",1974,99537,296198,1,NA,86024,208567,1607,NA,"data",1.09049871527794
"138",304,"Chum","S Sound Fall","Inside WA","Inside WA",1975,31104,100749,1,NA,88447,11438,864,NA,"data",1.17529584694119
"139",304,"Chum","S Sound Fall","Inside WA","Inside WA",1976,53313,62192,1,NA,13607,47504,1081,NA,"data",0.154046170238408
"140",304,"Chum","S Sound Fall","Inside WA","Inside WA",1977,54084,379119,1,NA,239824,134345,4950,NA,"data",1.94731174647207
"141",304,"Chum","S Sound Fall","Inside WA","Inside WA",1978,105465,107106,1,NA,18839,79602,8665,NA,"data",0.0154398539742358
"142",304,"Chum","S Sound Fall","Inside WA","Inside WA",1979,18750,233700,1,NA,113463,114291,5946,NA,"data",2.52284448912839
"143",304,"Chum","S Sound Fall","Inside WA","Inside WA",1980,85454,102442,1,NA,14304,84392,3746,NA,"data",0.181318565297741
"144",304,"Chum","S Sound Fall","Inside WA","Inside WA",1981,43268,313764,1,NA,138367,165588,9809,NA,"data",1.98122777919638
"145",304,"Chum","S Sound Fall","Inside WA","Inside WA",1982,31149,212998,1,NA,80172,121386,11440,NA,"data",1.92250063400455
"146",304,"Chum","S Sound Fall","Inside WA","Inside WA",1983,36686,237140,1,NA,43965,179339,13836,NA,"data",1.86625547313777
"147",304,"Chum","S Sound Fall","Inside WA","Inside WA",1984,73317,452560,1,NA,145692,294672,12196,NA,"data",1.82012784543078
"148",304,"Chum","S Sound Fall","Inside WA","Inside WA",1985,99351,176063,1,NA,65067,95916,15080,NA,"data",0.572182851160728
"149",304,"Chum","S Sound Fall","Inside WA","Inside WA",1986,89809,325907,1,NA,42612,259483,23812,NA,"data",1.28892687159079
"150",304,"Chum","S Sound Fall","Inside WA","Inside WA",1987,153538,144860,1,NA,9958,117487,17415,NA,"data",-0.0581803346261505
"151",304,"Chum","S Sound Fall","Inside WA","Inside WA",1988,93893,520249,1,NA,83117,384438,52694,NA,"data",1.7121517070745
"152",304,"Chum","S Sound Fall","Inside WA","Inside WA",1989,47908,158982,1,NA,33089,111806,14087,NA,"data",1.19950848317934
"153",304,"Chum","S Sound Fall","Inside WA","Inside WA",1990,106807,529139,1,NA,172944,327750,28445,NA,"data",1.60022768981794
"154",304,"Chum","S Sound Fall","Inside WA","Inside WA",1991,82943,193974,1,NA,127719,63323,2932,NA,"data",0.84957050457329
"155",304,"Chum","S Sound Fall","Inside WA","Inside WA",1992,138805,735924,1,NA,247197,469115,19612,NA,"data",1.6680567820489
"156",304,"Chum","S Sound Fall","Inside WA","Inside WA",1993,133691,133065,1,NA,71540,53363,8162,NA,"data",-0.00469343631742031
"157",304,"Chum","S Sound Fall","Inside WA","Inside WA",1994,237123,299491,1,NA,35424,256441,7626,NA,"data",0.233505373170968
"158",304,"Chum","S Sound Fall","Inside WA","Inside WA",1995,200592,457066,1,NA,317328,137516,2222,NA,"data",0.823554806224243
"159",304,"Chum","S Sound Fall","Inside WA","Inside WA",1996,329074,263613,1,NA,71771,176590,15252,NA,"data",-0.221800530926422
"160",304,"Chum","S Sound Fall","Inside WA","Inside WA",1997,69872,395768,1,NA,41769,324492,29507,NA,"data",1.73416318424322
"161",304,"Chum","S Sound Fall","Inside WA","Inside WA",1998,367456,951197,1,NA,485950,452801,12446,NA,"data",0.95111760786697
"162",304,"Chum","S Sound Fall","Inside WA","Inside WA",1999,149638,805864,1,NA,288875,465646,51343,NA,"data",1.68369594979774
"163",304,"Chum","S Sound Fall","Inside WA","Inside WA",2000,95136,837397,1,NA,107322,681900,48175,NA,"data",2.17499082424562
"164",304,"Chum","S Sound Fall","Inside WA","Inside WA",2001,274278,370715,1,NA,137434,218597,14684,NA,"data",0.301291382754094
"165",304,"Chum","S Sound Fall","Inside WA","Inside WA",2002,262335,430803,1,NA,108881,308702,13220,NA,"data",0.496028596077023
"166",304,"Chum","S Sound Fall","Inside WA","Inside WA",2003,262203,1113891,1,NA,449537,647794,16560,NA,"data",1.44649555718686
"167",304,"Chum","S Sound Fall","Inside WA","Inside WA",2004,311832,469918,1,NA,241882,218960,9076,NA,"data",0.410093630149126
"168",304,"Chum","S Sound Fall","Inside WA","Inside WA",2005,131369,324236,1,NA,127328,186408,10500,NA,"data",0.903461488338675
"174",305,"Chum","S Sound Winter","Inside WA","Inside WA",1968,27553,70081,1,NA,15542,51411,3128,NA,"data",0.933540293340242
"175",305,"Chum","S Sound Winter","Inside WA","Inside WA",1969,20292,41947,1,NA,7610,31769,2568,NA,"data",0.726180196944751
"176",305,"Chum","S Sound Winter","Inside WA","Inside WA",1970,34068,65156,1,NA,19972,45184,0,NA,"data",0.648425867216524
"177",305,"Chum","S Sound Winter","Inside WA","Inside WA",1971,9937,18352,1,NA,13390,4962,0,NA,"data",0.613473396137789
"178",305,"Chum","S Sound Winter","Inside WA","Inside WA",1972,34388,30412,1,NA,9762,20169,481,NA,"data",-0.122870398946007
"179",305,"Chum","S Sound Winter","Inside WA","Inside WA",1973,29825,66738,1,NA,34048,31582,1108,NA,"data",0.805427537853967
"180",305,"Chum","S Sound Winter","Inside WA","Inside WA",1974,34676,45413,1,NA,21322,23773,318,NA,"data",0.269750602664735
"181",305,"Chum","S Sound Winter","Inside WA","Inside WA",1975,9936,47754,1,NA,30533,17075,146,NA,"data",1.56989830786064
"182",305,"Chum","S Sound Winter","Inside WA","Inside WA",1976,23311,25339,1,NA,11547,13069,723,NA,"data",0.0834193586447794
"183",305,"Chum","S Sound Winter","Inside WA","Inside WA",1977,23590,100119,1,NA,59795,37921,2403,NA,"data",1.44553658507973
"184",305,"Chum","S Sound Winter","Inside WA","Inside WA",1978,29608,37188,1,NA,12968,23163,1057,NA,"data",0.227941533509757
"185",305,"Chum","S Sound Winter","Inside WA","Inside WA",1979,22613,41419,1,NA,25567,14822,1030,NA,"data",0.605214750609013
"186",305,"Chum","S Sound Winter","Inside WA","Inside WA",1980,41015,58843,1,NA,11930,44306,2607,NA,"data",0.360935026702793
"187",305,"Chum","S Sound Winter","Inside WA","Inside WA",1981,31326,56758,1,NA,18997,36161,1600,NA,"data",0.594348191932819
"188",305,"Chum","S Sound Winter","Inside WA","Inside WA",1982,30573,38728,1,NA,16694,20349,1685,NA,"data",0.236445586122727
"189",305,"Chum","S Sound Winter","Inside WA","Inside WA",1983,14013,104537,1,NA,22527,77393,4617,NA,"data",2.00955560553551
"190",305,"Chum","S Sound Winter","Inside WA","Inside WA",1984,33726,130566,1,NA,50558,77175,2833,NA,"data",1.35360979279422
"191",305,"Chum","S Sound Winter","Inside WA","Inside WA",1985,26068,62715,1,NA,12344,48019,2352,NA,"data",0.877892145006504
"192",305,"Chum","S Sound Winter","Inside WA","Inside WA",1986,21826,77580,1,NA,20043,52520,5017,NA,"data",1.26820774232092
"193",305,"Chum","S Sound Winter","Inside WA","Inside WA",1987,73990,30066,1,NA,5246,23336,1484,NA,"data",-0.900534983731817
"194",305,"Chum","S Sound Winter","Inside WA","Inside WA",1988,42681,38803,1,NA,10540,24398,3865,NA,"data",-0.0952562931092883
"195",305,"Chum","S Sound Winter","Inside WA","Inside WA",1989,28185,16171,1,NA,1080,12359,2732,NA,"data",-0.555570406937732
"196",305,"Chum","S Sound Winter","Inside WA","Inside WA",1990,15990,116244,1,NA,28717,82977,4550,NA,"data",1.98372790338639
"197",305,"Chum","S Sound Winter","Inside WA","Inside WA",1991,30727,25782,1,NA,15482,9827,473,NA,"data",-0.175465172884701
"198",305,"Chum","S Sound Winter","Inside WA","Inside WA",1992,8093,61294,1,NA,27987,33142,165,NA,"data",2.02468246835589
"199",305,"Chum","S Sound Winter","Inside WA","Inside WA",1993,22905,9158,1,NA,4861,3578,719,NA,"data",-0.916727413103802
"200",305,"Chum","S Sound Winter","Inside WA","Inside WA",1994,72951,78181,1,NA,6744,70380,1057,NA,"data",0.0692386683841122
"201",305,"Chum","S Sound Winter","Inside WA","Inside WA",1995,23369,16302,1,NA,11765,4510,27,NA,"data",-0.360122558061404
"202",305,"Chum","S Sound Winter","Inside WA","Inside WA",1996,20000,21149,1,NA,11429,8992,728,NA,"data",0.0558603494966219
"203",305,"Chum","S Sound Winter","Inside WA","Inside WA",1997,7371,15321,1,NA,1866,11655,1800,NA,"data",0.731671054126465
"204",305,"Chum","S Sound Winter","Inside WA","Inside WA",1998,70733,350438,1,NA,140292,204656,5490,NA,"data",1.60027157570549
"205",305,"Chum","S Sound Winter","Inside WA","Inside WA",1999,13504,38917,1,NA,12684,24662,1571,NA,"data",1.05844523530111
"206",305,"Chum","S Sound Winter","Inside WA","Inside WA",2000,4887,58722,1,NA,9608,46429,2685,NA,"data",2.48623582538372
"207",305,"Chum","S Sound Winter","Inside WA","Inside WA",2001,128111,130291,1,NA,64058,60973,5260,NA,"data",0.0168733347417345
"208",305,"Chum","S Sound Winter","Inside WA","Inside WA",2002,187999,35280,1,NA,1827,31174,2279,NA,"data",-1.67312041252828
"209",305,"Chum","S Sound Winter","Inside WA","Inside WA",2003,35698,67665,1,NA,27941,38656,1068,NA,"data",0.639474394721153
"210",305,"Chum","S Sound Winter","Inside WA","Inside WA",2004,76634,96447,1,NA,55234,40515,698,NA,"data",0.229952792171202
"211",305,"Chum","S Sound Winter","Inside WA","Inside WA",2005,36759,69548,1,NA,43125,24388,2035,NA,"data",0.637634068030124
"217",306,"Chum","Hood Canal","Inside WA","Inside WA",1968,47801,111005,1,NA,28131,78318,4556,NA,"data",0.84252868556221
"218",306,"Chum","Hood Canal","Inside WA","Inside WA",1969,30070,53941,1,NA,16643,34512,2786,NA,"data",0.584362859656837
"219",306,"Chum","Hood Canal","Inside WA","Inside WA",1970,41699,89814,1,NA,23341,65925,548,NA,"data",0.76726371745929
"220",306,"Chum","Hood Canal","Inside WA","Inside WA",1971,41138,54909,1,NA,24142,16971,13796,NA,"data",0.288745000949963
"221",306,"Chum","Hood Canal","Inside WA","Inside WA",1972,41602,64226,1,NA,11066,53160,0,NA,"data",0.434259870100898
"222",306,"Chum","Hood Canal","Inside WA","Inside WA",1973,27870,124108,1,NA,49450,72584,2074,NA,"data",1.4936013127808
"223",306,"Chum","Hood Canal","Inside WA","Inside WA",1974,52223,277256,1,NA,42331,231226,3699,NA,"data",1.66941825624044
"224",306,"Chum","Hood Canal","Inside WA","Inside WA",1975,16265,121037,1,NA,120219,818,0,NA,"data",2.00708072405265
"225",306,"Chum","Hood Canal","Inside WA","Inside WA",1976,48079,37185,1,NA,25533,10073,1579,NA,"data",-0.256940037186508
"226",306,"Chum","Hood Canal","Inside WA","Inside WA",1977,26074,144086,1,NA,68778,71752,3556,NA,"data",1.70947169429142
"227",306,"Chum","Hood Canal","Inside WA","Inside WA",1978,79156,52361,1,NA,0,47906,4455,NA,"data",-0.413258549478823
"228",306,"Chum","Hood Canal","Inside WA","Inside WA",1979,14323,57734,1,NA,27296,30438,0,NA,"data",1.39397961793994
"229",306,"Chum","Hood Canal","Inside WA","Inside WA",1980,21672,62694,1,NA,11266,46439,4989,NA,"data",1.06224464449723
"230",306,"Chum","Hood Canal","Inside WA","Inside WA",1981,14310,239003,1,NA,50030,179963,9010,NA,"data",2.81551751058563
"231",306,"Chum","Hood Canal","Inside WA","Inside WA",1982,12133,132399,1,NA,34989,85956,11454,NA,"data",2.38989107753456
"232",306,"Chum","Hood Canal","Inside WA","Inside WA",1983,7120,246068,1,NA,64510,173490,8068,NA,"data",3.54270019507497
"233",306,"Chum","Hood Canal","Inside WA","Inside WA",1984,22751,171830,1,NA,29422,133842,8566,NA,"data",2.02189651548378
"234",306,"Chum","Hood Canal","Inside WA","Inside WA",1985,50909,177495,1,NA,24225,135991,17279,NA,"data",1.24890271428969
