"","stock.id","species","stock","region","sub.region","broodyear","spawners","recruits","use","recruits.2","recruits.3","recruits.4","recruits.5","recruits.6","age","logR_S"
"419",310,"Chum","Fraser","Fraser River","BC South",1989,585552,1341783,1,NA,40660.0971,813201.942,487921.1652,NA,"data",0.829199613425669
"420",310,"Chum","Fraser","Fraser River","BC South",1990,988875,1645552,1,NA,49366.5609,1217708.502,378476.9669,NA,"data",0.509263235879502
"421",310,"Chum","Fraser","Fraser River","BC South",1991,859274,1286122,1,NA,180057.1402,1028897.944,77167.3458,NA,"data",0.403298921429715
"422",310,"Chum","Fraser","Fraser River","BC South",1992,741618,988585,1,NA,365776.4611,593151.018,29657.5509,NA,"data",0.28744034198412
"429",311,"Chum","BC South (no Fraser)","BC South","BC South",1953,800625,1206646,1,NA,NA,1206646,NA,NA,"age4",0.410207216282215
"430",311,"Chum","BC South (no Fraser)","BC South","BC South",1954,988200,1834771,1,NA,NA,1834771,NA,NA,"age4",0.61878985064907
"431",311,"Chum","BC South (no Fraser)","BC South","BC South",1955,495250,1382516,1,NA,NA,1382516,NA,NA,"age4",1.02659762098775
"432",311,"Chum","BC South (no Fraser)","BC South","BC South",1956,439676,827371,1,NA,NA,827371,NA,NA,"age4",0.632215111833171
"433",311,"Chum","BC South (no Fraser)","BC South","BC South",1957,920575,678383,1,NA,NA,678383,NA,NA,"age4",-0.30528644961048
"434",311,"Chum","BC South (no Fraser)","BC South","BC South",1958,1002950,661769,1,NA,NA,661769,NA,NA,"age4",-0.41578438382652
"435",311,"Chum","BC South (no Fraser)","BC South","BC South",1959,680950,644399,1,NA,NA,644399,NA,NA,"age4",-0.0551707825445119
"436",311,"Chum","BC South (no Fraser)","BC South","BC South",1960,406145,601146,1,NA,NA,601146,NA,NA,"age4",0.392127594786902
"437",311,"Chum","BC South (no Fraser)","BC South","BC South",1961,461354,214411,1,NA,NA,214411,NA,NA,"age4",-0.76627091034329
"438",311,"Chum","BC South (no Fraser)","BC South","BC South",1962,499277,547665,1,NA,NA,547665,NA,NA,"age4",0.0925027341956183
"439",311,"Chum","BC South (no Fraser)","BC South","BC South",1963,442075,550498,1,NA,NA,550498,NA,NA,"age4",0.21934377215424
"440",311,"Chum","BC South (no Fraser)","BC South","BC South",1964,532525,1321900,1,NA,NA,1321900,NA,NA,"age4",0.909195529747006
"441",311,"Chum","BC South (no Fraser)","BC South","BC South",1965,197725,972557,1,NA,NA,972557,NA,NA,"age4",1.59305150919471
"442",311,"Chum","BC South (no Fraser)","BC South","BC South",1966,519925,1327912,1,NA,NA,1327912,NA,NA,"age4",0.937678492376528
"443",311,"Chum","BC South (no Fraser)","BC South","BC South",1967,461082,350578,1,NA,NA,350578,NA,NA,"age4",-0.273992680419327
"444",311,"Chum","BC South (no Fraser)","BC South","BC South",1968,928273,2663833,1,NA,NA,2663833,NA,NA,"age4",1.05419547144971
"445",311,"Chum","BC South (no Fraser)","BC South","BC South",1969,604105,3017923,1,NA,NA,3017923,NA,NA,"age4",1.60857610153135
"446",311,"Chum","BC South (no Fraser)","BC South","BC South",1970,746606,1010218,1,NA,NA,1010218,NA,NA,"age4",0.302383825249004
"447",311,"Chum","BC South (no Fraser)","BC South","BC South",1971,281664,647204,1,NA,NA,647204,NA,NA,"age4",0.831946675006272
"448",311,"Chum","BC South (no Fraser)","BC South","BC South",1972,1338569,1083731,1,NA,NA,1083731,NA,NA,"age4",-0.211191415652049
"449",311,"Chum","BC South (no Fraser)","BC South","BC South",1973,1158806,846011,1,NA,NA,846011,NA,NA,"age4",-0.314613081766138
"450",311,"Chum","BC South (no Fraser)","BC South","BC South",1974,792812,1727652,1,NA,NA,1727652,NA,NA,"age4",0.778932421066386
"451",311,"Chum","BC South (no Fraser)","BC South","BC South",1975,371076,921301,1,NA,NA,921301,NA,NA,"age4",0.909379908156868
"452",311,"Chum","BC South (no Fraser)","BC South","BC South",1976,538672,2546175,1,NA,NA,2546175,NA,NA,"age4",1.55324066067219
"453",311,"Chum","BC South (no Fraser)","BC South","BC South",1977,758139,1715022,1,NA,NA,1715022,NA,NA,"age4",0.816314441366585
"454",311,"Chum","BC South (no Fraser)","BC South","BC South",1978,954590,3070728,1,NA,NA,3070728,NA,NA,"age4",1.16838801709496
"455",311,"Chum","BC South (no Fraser)","BC South","BC South",1979,887186,820011,1,NA,NA,820011,NA,NA,"age4",-0.0787369011272166
"456",311,"Chum","BC South (no Fraser)","BC South","BC South",1980,2025387,1074140,1,NA,NA,1074140,NA,NA,"age4",-0.634240452001354
"457",311,"Chum","BC South (no Fraser)","BC South","BC South",1981,1647057,1795562,1,NA,NA,1795562,NA,NA,"age4",0.0863280058836822
"458",311,"Chum","BC South (no Fraser)","BC South","BC South",1982,2106443,2093398,1,NA,NA,2093398,NA,NA,"age4",-0.00621215991344944
"459",311,"Chum","BC South (no Fraser)","BC South","BC South",1983,670553,1197368,1,NA,NA,1197368,NA,NA,"age4",0.579778348477998
"460",311,"Chum","BC South (no Fraser)","BC South","BC South",1984,910224,1912493,1,NA,NA,1912493,NA,NA,"age4",0.742472182497111
"461",311,"Chum","BC South (no Fraser)","BC South","BC South",1985,1379098,722309,1,NA,NA,722309,NA,NA,"age4",-0.646731916082314
"462",311,"Chum","BC South (no Fraser)","BC South","BC South",1986,1089814,1675906,1,NA,NA,1675906,NA,NA,"age4",0.430346875089982
"463",311,"Chum","BC South (no Fraser)","BC South","BC South",1987,795028,1300771,1,NA,NA,1300771,NA,NA,"age4",0.492335110412188
"464",311,"Chum","BC South (no Fraser)","BC South","BC South",1988,996321,2474945,1,NA,NA,2474945,NA,NA,"age4",0.909903957716421
"465",311,"Chum","BC South (no Fraser)","BC South","BC South",1989,376046,2417552,1,NA,NA,2417552,NA,NA,"age4",1.86079926058787
"466",311,"Chum","BC South (no Fraser)","BC South","BC South",1990,815806,2109257,1,NA,NA,2109257,NA,NA,"age4",0.94991445015519
"467",311,"Chum","BC South (no Fraser)","BC South","BC South",1991,737044,723913,1,NA,NA,723913,NA,NA,"age4",-0.0179763724804324
"468",311,"Chum","BC South (no Fraser)","BC South","BC South",1992,1015857,566438,1,NA,NA,566438,NA,NA,"age4",-0.584120239676467
"469",311,"Chum","BC South (no Fraser)","BC South","BC South",1993,1016491,636736,1,NA,NA,636736,NA,NA,"age4",-0.467756652151834
"470",311,"Chum","BC South (no Fraser)","BC South","BC South",1994,1006121,2795920,1,NA,NA,2795920,NA,NA,"age4",1.02205886888422
"471",311,"Chum","BC South (no Fraser)","BC South","BC South",1995,497815,444384,1,NA,NA,444384,NA,NA,"age4",-0.113539468545912
"472",311,"Chum","BC South (no Fraser)","BC South","BC South",1996,477539,410824,1,NA,NA,410824,NA,NA,"age4",-0.150480933040264
"473",311,"Chum","BC South (no Fraser)","BC South","BC South",1997,571584,1106716,1,NA,NA,1106716,NA,NA,"age4",0.660740896500673
"474",311,"Chum","BC South (no Fraser)","BC South","BC South",1998,1016990,1943871,1,NA,NA,1943871,NA,NA,"age4",0.647834061635376
"475",311,"Chum","BC South (no Fraser)","BC South","BC South",1999,406796,1169365,1,NA,NA,1169365,NA,NA,"age4",1.05590431413072
"476",311,"Chum","BC South (no Fraser)","BC South","BC South",2000,283075,1890621,1,NA,NA,1890621,NA,NA,"age4",1.89894874531439
"477",311,"Chum","BC South (no Fraser)","BC South","BC South",2001,876998,974858,1,NA,NA,974858,NA,NA,"age4",0.10578710749765
"478",311,"Chum","BC South (no Fraser)","BC South","BC South",2002,1027156,918498,1,NA,NA,918498,NA,NA,"age4",-0.111809369937736
"483",312,"Chum","Area 10","BC Central","BC Central",1980,95675,23491,1,NA,NA,23491.44323,NA,NA,"age4",-1.40433966224014
"484",312,"Chum","Area 10","BC Central","BC Central",1981,113726,63292,1,NA,NA,63291.58623,NA,NA,"age4",-0.586033107702021
"485",312,"Chum","Area 10","BC Central","BC Central",1982,113726,152308,1,NA,NA,152308.0141,NA,NA,"age4",0.292112739868266
"486",312,"Chum","Area 10","BC Central","BC Central",1983,68597,72110,1,NA,NA,72109.81669,NA,NA,"age4",0.0499439289315163
"487",312,"Chum","Area 10","BC Central","BC Central",1984,19315,66824,1,NA,NA,66824.16186,NA,NA,"age4",1.24118030133536
"488",312,"Chum","Area 10","BC Central","BC Central",1985,40617,39937,1,NA,NA,39937.11644,NA,NA,"age4",-0.0168834856835157
"489",312,"Chum","Area 10","BC Central","BC Central",1986,116347,73870,1,NA,NA,73870.38688,NA,NA,"age4",-0.45427031360364
"490",312,"Chum","Area 10","BC Central","BC Central",1987,56535,62702,1,NA,NA,62702.43519,NA,NA,"age4",0.103533429669573
"491",312,"Chum","Area 10","BC Central","BC Central",1988,57354,38150,1,NA,NA,38149.9575,NA,NA,"age4",-0.407716830579215
"492",312,"Chum","Area 10","BC Central","BC Central",1989,31135,37782,1,NA,NA,37781.70506,NA,NA,"age4",0.193500210410245
"493",312,"Chum","Area 10","BC Central","BC Central",1990,68309,46020,1,NA,NA,46020.4064,NA,NA,"age4",-0.394965444884311
"494",312,"Chum","Area 10","BC Central","BC Central",1991,44096,73265,1,NA,NA,73265.02274,NA,NA,"age4",0.507713929698795
"495",312,"Chum","Area 10","BC Central","BC Central",1992,19643,37892,1,NA,NA,37891.95354,NA,NA,"age4",0.657018967261149
"496",312,"Chum","Area 10","BC Central","BC Central",1993,25015,8754,1,NA,NA,8753.590909,NA,NA,"age4",-1.04996490617146
"497",312,"Chum","Area 10","BC Central","BC Central",1994,25335,7208,1,NA,NA,7207.762771,NA,NA,"age4",-1.25699531862184
"498",312,"Chum","Area 10","BC Central","BC Central",1995,64942,14111,1,NA,NA,14110.85926,NA,NA,"age4",-1.52653992878422
"499",312,"Chum","Area 10","BC Central","BC Central",1996,36560,13667,1,NA,NA,13667.33184,NA,NA,"age4",-0.983970578603286
"500",312,"Chum","Area 10","BC Central","BC Central",1997,7648,60455,1,NA,NA,60455.07536,NA,NA,"age4",2.06745511087711
"501",312,"Chum","Area 10","BC Central","BC Central",1998,7208,80842,1,NA,NA,80842.49882,NA,NA,"age4",2.41730511215096
"502",312,"Chum","Area 10","BC Central","BC Central",1999,14111,82251,1,NA,NA,82250.82152,NA,NA,"age4",1.76282091255066
"503",312,"Chum","Area 10","BC Central","BC Central",2000,13667,85044,1,NA,NA,85044.24565,NA,NA,"age4",1.82818460163346
"504",312,"Chum","Area 10","BC Central","BC Central",2001,60455,22813,1,NA,NA,22812.96371,NA,NA,"age4",-0.974568737715472
"505",312,"Chum","Area 10","BC Central","BC Central",2002,80842,41791,1,NA,NA,41790.62235,NA,NA,"age4",-0.659815627113812
"506",312,"Chum","Area 10","BC Central","BC Central",2003,82251,17992,1,NA,NA,17991.58061,NA,NA,"age4",-1.51984833296927
"507",312,"Chum","Area 10","BC Central","BC Central",2004,85044,14080,1,NA,NA,14080.4095,NA,NA,"age4",-1.79841341888622
"508",312,"Chum","Area 10","BC Central","BC Central",2005,22813,24686,1,NA,NA,24686.47923,NA,NA,"age4",0.0789057324109991
"509",312,"Chum","Area 10","BC Central","BC Central",2006,41791,4345,1,NA,NA,4345.32642,NA,NA,"age4",-2.26365524662583
"514",313,"Chum","Area 9","BC Central","BC Central",1980,65892,52480,1,NA,NA,52479.76663,NA,NA,"age4",-0.227584893448902
"515",313,"Chum","Area 9","BC Central","BC Central",1981,28983,92645,1,NA,NA,92645.19381,NA,NA,"age4",1.1620655335309
"516",313,"Chum","Area 9","BC Central","BC Central",1982,273271,473201,1,NA,NA,473200.6756,NA,NA,"age4",0.549056268570719
"517",313,"Chum","Area 9","BC Central","BC Central",1983,72362,181194,1,NA,NA,181194.2659,NA,NA,"age4",0.917886980752857
"518",313,"Chum","Area 9","BC Central","BC Central",1984,40727,144357,1,NA,NA,144356.593,NA,NA,"age4",1.26539813501315
"519",313,"Chum","Area 9","BC Central","BC Central",1985,72728,16977,1,NA,NA,16976.58815,NA,NA,"age4",-1.45486696799106
"520",313,"Chum","Area 9","BC Central","BC Central",1986,307781,28388,1,NA,NA,28388.16497,NA,NA,"age4",-2.38342197044171
"521",313,"Chum","Area 9","BC Central","BC Central",1987,144376,16047,1,NA,NA,16046.65733,NA,NA,"age4",-2.19689909144177
"522",313,"Chum","Area 9","BC Central","BC Central",1988,102900,39963,1,NA,NA,39963.47678,NA,NA,"age4",-0.945803616802569
"523",313,"Chum","Area 9","BC Central","BC Central",1989,6996,9084,1,NA,NA,9084.080894,NA,NA,"age4",0.261176067086956
"524",313,"Chum","Area 9","BC Central","BC Central",1990,9502,33415,1,NA,NA,33414.541,NA,NA,"age4",1.2575025981983
"525",313,"Chum","Area 9","BC Central","BC Central",1991,10086,73254,1,NA,NA,73253.7233,NA,NA,"age4",1.98278453026024
"526",313,"Chum","Area 9","BC Central","BC Central",1992,17905,29085,1,NA,NA,29084.5734,NA,NA,"age4",0.485142573912329
"527",313,"Chum","Area 9","BC Central","BC Central",1993,5584,19451,1,NA,NA,19450.76963,NA,NA,"age4",1.24799311716448
"528",313,"Chum","Area 9","BC Central","BC Central",1994,22401,112484,1,NA,NA,112484.4371,NA,NA,"age4",1.61370538858604
"529",313,"Chum","Area 9","BC Central","BC Central",1995,54436,44922,1,NA,NA,44921.51503,NA,NA,"age4",-0.192098047221468
"530",313,"Chum","Area 9","BC Central","BC Central",1996,29085,138968,1,NA,NA,138968.3953,NA,NA,"age4",1.5640211134369
"531",313,"Chum","Area 9","BC Central","BC Central",1997,19446,68571,1,NA,NA,68570.65068,NA,NA,"age4",1.26022831143963
"532",313,"Chum","Area 9","BC Central","BC Central",1998,112484,156656,1,NA,NA,156656.4751,NA,NA,"age4",0.331241329304002
"533",313,"Chum","Area 9","BC Central","BC Central",1999,44922,181565,1,NA,NA,181564.6105,NA,NA,"age4",1.396686063838
"534",313,"Chum","Area 9","BC Central","BC Central",2000,138968,125520,1,NA,NA,125519.7844,NA,NA,"age4",-0.101778582374845
"535",313,"Chum","Area 9","BC Central","BC Central",2001,68571,153996,1,NA,NA,153996.3242,NA,NA,"age4",0.809056923223232
"536",313,"Chum","Area 9","BC Central","BC Central",2002,156656,75335,1,NA,NA,75335.01405,NA,NA,"age4",-0.732107484358464
"537",313,"Chum","Area 9","BC Central","BC Central",2003,181565,83284,1,NA,NA,83283.6947,NA,NA,"age4",-0.779357262421653
"538",313,"Chum","Area 9","BC Central","BC Central",2004,125520,7838,1,NA,NA,7837.536498,NA,NA,"age4",-2.77348140864734
"539",313,"Chum","Area 9","BC Central","BC Central",2005,153996,13382,1,NA,NA,13381.75157,NA,NA,"age4",-2.4430161076897
"540",313,"Chum","Area 9","BC Central","BC Central",2006,75335,6789,1,NA,NA,6788.539462,NA,NA,"age4",-2.40664117893374
"545",314,"Chum","Area 8","BC Central","BC Central",1980,186232,261459,1,NA,NA,261458.639,NA,NA,"age4",0.339284275155579
"546",314,"Chum","Area 8","BC Central","BC Central",1981,119888,881270,1,NA,NA,881269.7725,NA,NA,"age4",1.99480607528246
"547",314,"Chum","Area 8","BC Central","BC Central",1982,169721,1951049,1,NA,NA,1951049.108,NA,NA,"age4",2.44196654325893
"548",314,"Chum","Area 8","BC Central","BC Central",1983,237014,738271,1,NA,NA,738271.3719,NA,NA,"age4",1.13619175474753
"549",314,"Chum","Area 8","BC Central","BC Central",1984,190583,1167233,1,NA,NA,1167233.215,NA,NA,"age4",1.81230347438142
"550",314,"Chum","Area 8","BC Central","BC Central",1985,344278,432397,1,NA,NA,432397.338,NA,NA,"age4",0.227894677181283
"551",314,"Chum","Area 8","BC Central","BC Central",1986,434796,1138310,1,NA,NA,1138310.32,NA,NA,"age4",0.962423029750168
"552",314,"Chum","Area 8","BC Central","BC Central",1987,216748,368675,1,NA,NA,368674.7292,NA,NA,"age4",0.531180108739224
"553",314,"Chum","Area 8","BC Central","BC Central",1988,321145,332004,1,NA,NA,332003.7406,NA,NA,"age4",0.0332542825028093
"554",314,"Chum","Area 8","BC Central","BC Central",1989,195128,395106,1,NA,NA,395106.0055,NA,NA,"age4",0.705498329853717
"555",314,"Chum","Area 8","BC Central","BC Central",1990,450283,864488,1,NA,NA,864488.0337,NA,NA,"age4",0.652261150185512
"556",314,"Chum","Area 8","BC Central","BC Central",1991,133511,1039148,1,NA,NA,1039147.897,NA,NA,"age4",2.05197255416367
"557",314,"Chum","Area 8","BC Central","BC Central",1992,176065,623222,1,NA,NA,623222.4319,NA,NA,"age4",1.26404955056346
"558",314,"Chum","Area 8","BC Central","BC Central",1993,208485,535980,1,NA,NA,535979.9337,NA,NA,"age4",0.944229750736972
"559",314,"Chum","Area 8","BC Central","BC Central",1994,370029,1155614,1,NA,NA,1155613.978,NA,NA,"age4",1.13880570249213
"560",314,"Chum","Area 8","BC Central","BC Central",1995,327955,469038,1,NA,NA,469038.2299,NA,NA,"age4",0.357807384768134
"561",314,"Chum","Area 8","BC Central","BC Central",1996,347364,425174,1,NA,NA,425173.8419,NA,NA,"age4",0.202125275408637
"562",314,"Chum","Area 8","BC Central","BC Central",1997,301172,722317,1,NA,NA,722316.6478,NA,NA,"age4",0.874782570589568
"563",314,"Chum","Area 8","BC Central","BC Central",1998,513891,918796,1,NA,NA,918795.9796,NA,NA,"age4",0.581052936590919
"564",314,"Chum","Area 8","BC Central","BC Central",1999,290780,1600188,1,NA,NA,1600187.9,NA,NA,"age4",1.70530943382201
"565",314,"Chum","Area 8","BC Central","BC Central",2000,377878,1585838,1,NA,NA,1585838.204,NA,NA,"age4",1.43429686101846
"566",314,"Chum","Area 8","BC Central","BC Central",2001,417929,614627,1,NA,NA,614626.8707,NA,NA,"age4",0.385704018105302
"567",314,"Chum","Area 8","BC Central","BC Central",2002,533307,781362,1,NA,NA,781361.5962,NA,NA,"age4",0.381941307434771
"568",314,"Chum","Area 8","BC Central","BC Central",2003,924959,618590,1,NA,NA,618589.9771,NA,NA,"age4",-0.402306717620523
"569",314,"Chum","Area 8","BC Central","BC Central",2004,697812,128544,1,NA,NA,128543.7241,NA,NA,"age4",-1.69167846733249
"570",314,"Chum","Area 8","BC Central","BC Central",2005,351208,179848,1,NA,NA,179848.4648,NA,NA,"age4",-0.669266590843095
"571",314,"Chum","Area 8","BC Central","BC Central",2006,421876,81359,1,NA,NA,81359.10117,NA,NA,"age4",-1.6458399713817
"576",315,"Chum","Area 7","BC Central","BC Central",1980,139347,427193,1,NA,NA,427192.753,NA,NA,"age4",1.12026867657303
"577",315,"Chum","Area 7","BC Central","BC Central",1981,215303,497138,1,NA,NA,497138.1704,NA,NA,"age4",0.836821315231779
"578",315,"Chum","Area 7","BC Central","BC Central",1982,293729,567631,1,NA,NA,567630.6431,NA,NA,"age4",0.658813986180021
"579",315,"Chum","Area 7","BC Central","BC Central",1983,166397,388063,1,NA,NA,388062.5552,NA,NA,"age4",0.846791198198095
"580",315,"Chum","Area 7","BC Central","BC Central",1984,206229,632657,1,NA,NA,632656.6207,NA,NA,"age4",1.12094120929458
"581",315,"Chum","Area 7","BC Central","BC Central",1985,247564,350746,1,NA,NA,350745.9579,NA,NA,"age4",0.348393180343774
"582",315,"Chum","Area 7","BC Central","BC Central",1986,230319,448791,1,NA,NA,448791.0636,NA,NA,"age4",0.667091996022324
"583",315,"Chum","Area 7","BC Central","BC Central",1987,175077,414706,1,NA,NA,414705.8282,NA,NA,"age4",0.862343958286102
"584",315,"Chum","Area 7","BC Central","BC Central",1988,318774,134426,1,NA,NA,134426.0498,NA,NA,"age4",-0.863468525995321
"585",315,"Chum","Area 7","BC Central","BC Central",1989,251553,274014,1,NA,NA,274014.4956,NA,NA,"age4",0.0855254970486313
"586",315,"Chum","Area 7","BC Central","BC Central",1990,234418,388093,1,NA,NA,388092.7105,NA,NA,"age4",0.5041391550603
"587",315,"Chum","Area 7","BC Central","BC Central",1991,274692,576402,1,NA,NA,576402.0482,NA,NA,"age4",0.741154863934109
"588",315,"Chum","Area 7","BC Central","BC Central",1992,84324,455200,1,NA,NA,455199.6,NA,NA,"age4",1.68607036081406
"589",315,"Chum","Area 7","BC Central","BC Central",1993,174716,391909,1,NA,NA,391908.7582,NA,NA,"age4",0.807867871462416
"590",315,"Chum","Area 7","BC Central","BC Central",1994,196342,642474,1,NA,NA,642474.4287,NA,NA,"age4",1.18546831240068
"591",315,"Chum","Area 7","BC Central","BC Central",1995,374018,417451,1,NA,NA,417451.3585,NA,NA,"age4",0.10986324753496
"592",315,"Chum","Area 7","BC Central","BC Central",1996,390070,341225,1,NA,NA,341225.1828,NA,NA,"age4",-0.133784126455023
"593",315,"Chum","Area 7","BC Central","BC Central",1997,335779,584132,1,NA,NA,584131.8807,NA,NA,"age4",0.553673779221775
"594",315,"Chum","Area 7","BC Central","BC Central",1998,542489,567449,1,NA,NA,567449.3184,NA,NA,"age4",0.0449830687644439
"595",315,"Chum","Area 7","BC Central","BC Central",1999,333940,775961,1,NA,NA,775961.4083,NA,NA,"age4",0.843140925067487
"596",315,"Chum","Area 7","BC Central","BC Central",2000,307290,840036,1,NA,NA,840036.064,NA,NA,"age4",1.00565282094532
"597",315,"Chum","Area 7","BC Central","BC Central",2001,434679,410620,1,NA,NA,410620.3418,NA,NA,"age4",-0.0569396150444582
"598",315,"Chum","Area 7","BC Central","BC Central",2002,378268,303886,1,NA,NA,303886.3122,NA,NA,"age4",-0.218950308034429
"599",315,"Chum","Area 7","BC Central","BC Central",2003,546200,122573,1,NA,NA,122572.9424,NA,NA,"age4",-1.49427843817632
"600",315,"Chum","Area 7","BC Central","BC Central",2004,493826,119873,1,NA,NA,119873.0419,NA,NA,"age4",-1.41575037940233
"601",315,"Chum","Area 7","BC Central","BC Central",2005,343113,200455,1,NA,NA,200454.7771,NA,NA,"age4",-0.53747005632094
"602",315,"Chum","Area 7","BC Central","BC Central",2006,281273,188112,1,NA,NA,188111.6315,NA,NA,"age4",-0.402288197827402
"607",316,"Chum","Area 6","BC North","BC North",1980,157618,206282,1,NA,NA,206282.4406,NA,NA,"age4",0.269069780595273
"608",316,"Chum","Area 6","BC North","BC North",1981,131682,521873,1,NA,NA,521872.9291,NA,NA,"age4",1.37703433811367
"609",316,"Chum","Area 6","BC North","BC North",1982,212825,732577,1,NA,NA,732576.8464,NA,NA,"age4",1.23609822305036
"610",316,"Chum","Area 6","BC North","BC North",1983,76265,291760,1,NA,NA,291759.908,NA,NA,"age4",1.34171742904853
"611",316,"Chum","Area 6","BC North","BC North",1984,174525,1355375,1,NA,NA,1355374.895,NA,NA,"age4",2.04976544993588
"612",316,"Chum","Area 6","BC North","BC North",1985,354251,424606,1,NA,NA,424606.3011,NA,NA,"age4",0.181155978684074
"613",316,"Chum","Area 6","BC North","BC North",1986,500825,497990,1,NA,NA,497990.2571,NA,NA,"age4",-0.00567674216596076
"614",316,"Chum","Area 6","BC North","BC North",1987,175132,197737,1,NA,NA,197736.7552,NA,NA,"age4",0.12139788960936
"615",316,"Chum","Area 6","BC North","BC North",1988,637519,148826,1,NA,NA,148826.1423,NA,NA,"age4",-1.45480624219195
"616",316,"Chum","Area 6","BC North","BC North",1989,409459,142373,1,NA,NA,142373.0916,NA,NA,"age4",-1.05638640192178
"617",316,"Chum","Area 6","BC North","BC North",1990,343771,321212,1,NA,NA,321212.0543,NA,NA,"age4",-0.0678743967487819
"618",316,"Chum","Area 6","BC North","BC North",1991,146196,390584,1,NA,NA,390584.1951,NA,NA,"age4",0.982694867821709
"619",316,"Chum","Area 6","BC North","BC North",1992,105368,189270,1,NA,NA,189270.4764,NA,NA,"age4",0.585715582354082
"620",316,"Chum","Area 6","BC North","BC North",1993,130635,122557,1,NA,NA,122557.073,NA,NA,"age4",-0.0638309469269063
"621",316,"Chum","Area 6","BC North","BC North",1994,245718,1176876,1,NA,NA,1176875.658,NA,NA,"age4",1.56643421220196
"622",316,"Chum","Area 6","BC North","BC North",1995,360695,153191,1,NA,NA,153191.0519,NA,NA,"age4",-0.856347217033748
"623",316,"Chum","Area 6","BC North","BC North",1996,158976,87584,1,NA,NA,87584.18978,NA,NA,"age4",-0.596154914572636
"624",316,"Chum","Area 6","BC North","BC North",1997,110542,168419,1,NA,NA,168418.67,NA,NA,"age4",0.421059382807659
"625",316,"Chum","Area 6","BC North","BC North",1998,739347,546442,1,NA,NA,546441.8413,NA,NA,"age4",-0.302339192126329
"626",316,"Chum","Area 6","BC North","BC North",1999,124203,695889,1,NA,NA,695889.1908,NA,NA,"age4",1.72327284106004
"627",316,"Chum","Area 6","BC North","BC North",2000,72023,373321,1,NA,NA,373320.8081,NA,NA,"age4",1.64545312691207
"628",316,"Chum","Area 6","BC North","BC North",2001,111988,327465,1,NA,NA,327465.1658,NA,NA,"age4",1.07298945643752
"629",316,"Chum","Area 6","BC North","BC North",2002,343664,233206,1,NA,NA,233205.9856,NA,NA,"age4",-0.387742252728562
"630",316,"Chum","Area 6","BC North","BC North",2003,317963,76686,1,NA,NA,76686.47843,NA,NA,"age4",-1.42221586143184
"631",316,"Chum","Area 6","BC North","BC North",2004,208259,27985,1,NA,NA,27985.36984,NA,NA,"age4",-2.0071138450567
"632",316,"Chum","Area 6","BC North","BC North",2005,93430,88507,1,NA,NA,88506.96483,NA,NA,"age4",-0.0541308478737099
"633",316,"Chum","Area 6","BC North","BC North",2006,186278,44214,1,NA,NA,44214.18955,NA,NA,"age4",-1.43819870051796
"640",317,"Chum","Area 5","BC North","BC North",1982,14494,47038,1,NA,NA,47037.62424,NA,NA,"age4",1.17722101499261
"641",317,"Chum","Area 5","BC North","BC North",1983,11570,31057,1,NA,NA,31056.71641,NA,NA,"age4",0.987408684599624
"642",317,"Chum","Area 5","BC North","BC North",1984,11180,50473,1,NA,NA,50473.29345,NA,NA,"age4",1.50731207211089
"643",317,"Chum","Area 5","BC North","BC North",1985,20292,16663,1,NA,NA,16662.80741,NA,NA,"age4",-0.197036027147957
"644",317,"Chum","Area 5","BC North","BC North",1986,27840,14650,1,NA,NA,14649.50015,NA,NA,"age4",-0.642033500003143
"645",317,"Chum","Area 5","BC North","BC North",1987,21663,18764,1,NA,NA,18763.71023,NA,NA,"age4",-0.143665595670943
"646",317,"Chum","Area 5","BC North","BC North",1988,30428,1915,1,NA,NA,1914.747883,NA,NA,"age4",-2.76564561450245
"647",317,"Chum","Area 5","BC North","BC North",1989,11350,7172,1,NA,NA,7171.536901,NA,NA,"age4",-0.459033188184525
"648",317,"Chum","Area 5","BC North","BC North",1990,8604,4937,1,NA,NA,4936.955823,NA,NA,"age4",-0.555469352128758
"649",317,"Chum","Area 5","BC North","BC North",1991,11521,17764,1,NA,NA,17764.34585,NA,NA,"age4",0.433002480373939
"650",317,"Chum","Area 5","BC North","BC North",1992,1005,11672,1,NA,NA,11671.71355,NA,NA,"age4",2.45220526970945
"651",317,"Chum","Area 5","BC North","BC North",1993,4546,14199,1,NA,NA,14199.43173,NA,NA,"age4",1.13892381416187
"652",317,"Chum","Area 5","BC North","BC North",1994,3197,33936,1,NA,NA,33936.48256,NA,NA,"age4",2.36226352774462
"653",317,"Chum","Area 5","BC North","BC North",1995,12050,4144,1,NA,NA,4143.723966,NA,NA,"age4",-1.06740315497948
"654",317,"Chum","Area 5","BC North","BC North",1996,8696,6741,1,NA,NA,6740.775405,NA,NA,"age4",-0.254654867947607
"655",317,"Chum","Area 5","BC North","BC North",1997,9764,11949,1,NA,NA,11949.17776,NA,NA,"age4",0.201945440336903
"656",317,"Chum","Area 5","BC North","BC North",1998,27613,15705,1,NA,NA,15705.45023,NA,NA,"age4",-0.564307543332742
"657",317,"Chum","Area 5","BC North","BC North",1999,3788,14780,1,NA,NA,14780.31707,NA,NA,"age4",1.36143674019622
"658",317,"Chum","Area 5","BC North","BC North",2000,5663,11687,1,NA,NA,11687.06216,NA,NA,"age4",0.724523325819352
