"","stock.id","species","stock","region","sub.region","jurisdiction","lat","lon","source.id","comment","ts.length","ts.start","ts.end","logA","b","K","rmax","sigma","ar1","ar1.l95","ar1.u95","p_S_belowK","logA2","b2","K2","rmax2","sigma2","acf_1","acf_2","acf_3","acf_4","m.spawners","sd.spawners"
"1",301,"Chum","Willapa Bay","Outside WA","Outside WA","WA",46.3733,-123.9575,"1","",38,1968,2005,1.17999796823557,2.51140466196935e-05,39818.354052741,47671.1279862727,0.809227798676021,0.00489961962779293,-0.326246971593079,0.33497509527476,0.551724137931034,1.18166603294265,2.51655263022415e-05,39736.899915776,47653.0319591289,0.809226658772974,0.00419724760180172,0.251388231336634,-0.212723720765504,0.097631628210975,32352.0789473684,17717.8414086702
"2",302,"Chum","Grays Harbour","Outside WA","Outside WA","WA",46.95083,-124.0497,"1","",36,1969,2005,1.01739933081644,3.14534157804655e-05,31793.0493457267,32351.0676236186,0.917238618344095,0.00207133913213838,-0.315073953707316,0.31880050162203,0.413793103448276,1.01760174079976,3.14647502640348e-05,31781.596599641,32345.9603464683,0.917238672535698,0.00207153435786779,0.143117304077108,-0.200933386443482,-0.0916538089163599,20283.3611111111,13000.5822246605
"3",303,"Chum","S Sound Summer","Inside WA","Inside WA","WA",47.042,-122.835,"1","",37,1968,2004,1.35537255335559,2.21177090573599e-05,45212.6392207533,64505.418619816,0.872435170213249,0.0976122629502785,-0.223420811834639,0.399540400804016,0.655172413793103,1.35705509314672,2.2309800365752e-05,44823.3504381828,64057.7046264992,0.872506759559736,0.0966319196044619,0.43733831332043,0.00500770818238445,0.0753495959881138,26558.7297297297,29382.0665927068
"4",304,"Chum","S Sound Fall","Inside WA","Inside WA","WA",47.042,-122.835,"1","",38,1968,2005,1.50245910775237,3.27925493429526e-06,304947.318838115,504011.025749982,0.631810275174663,-0.275886011725221,-0.554843924432633,0.0588374069121328,1,1.5796381244686,3.90242814397424e-06,256250.714454309,457508.033000151,0.629895896659068,-0.242587162256761,0.349524919919858,-0.224458775025546,0.0701509066067816,119953.210526316,93589.9195346113
"5",305,"Chum","S Sound Winter","Inside WA","Inside WA","WA",47.042,-122.835,"1","",38,1968,2005,1.05952725560656,1.35360655633958e-05,73876.7107263576,78407.9157222813,0.729694348815227,-0.134248071428989,-0.426088548811703,0.182899574223737,0.931034482758621,1.07621617652832,1.39620983145686e-05,71622.4723153942,77294.6745853875,0.729878188221883,-0.134252427549112,0.40886569570357,-0.325445504321852,0.0184681315881639,36813.9736842105,34697.8425783777
"6",306,"Chum","Hood Canal","Inside WA","Inside WA","WA",47.5644,-122.9956,"1","",38,1968,2005,2.00171856279746,1.26347943128674e-05,79146.5199383254,215512.60080076,0.759203655167598,0.360489405650395,0.0389822637310564,0.61435985404836,0.931034482758621,2.00435523783776,1.24523988685898e-05,80305.8118000398,219246.62379729,0.760834421141439,0.361433045019864,0.370677711396021,-0.0758598015074883,0.0557898125710075,61174.7631578947,55118.6638093811
"7",307,"Chum","Port Susan","Inside WA","Inside WA","WA",48.23861,-122.3758,"1","Sum of Stillaguamish and Snohomish stocks",38,1968,2005,0.967997828931765,4.28558799655076e-06,233340.209279297,225991.037908241,0.66643914357326,0.13542257573572,-0.180847109963025,0.426309363037356,1,0.978172608904498,4.3873014510878e-06,227930.542532485,223009.317574367,0.666663238748403,0.136700132567182,0.0606016697332368,0.0330348920879306,-0.310857202543773,79653.3947368421,79184.0594467194
"8",308,"Chum","Skagit","Inside WA","Inside WA","WA",48.3875,-122.3656,"1","",38,1968,2005,0.851017192099424,5.07611986344446e-06,197000.864223375,169732.778260979,0.712051015832966,-0.0395661987016296,-0.402734886205753,0.334365541440433,1,0.831543403791601,4.79453190350358e-06,208570.934582635,176235.752403242,0.711890564937435,-0.0273382235450749,0.132171201860246,-0.04244470244182,-0.229314246676717,68987.3947368421,53069.4873123599
"9",309,"Chum","Bellingham","Inside WA","Inside WA","WA",48.775,-122.5978,"1","Sum of Nooksack and Samish stocks",38,1968,2005,1.44748661784004,2.16394980265529e-05,46211.7928416336,72292.5903890827,0.583580828961499,0.335346597990775,0.00734792536936626,0.598195496796925,0.655172413793103,1.46423380521039,2.18592161528079e-05,45747.294551161,72774.5611722878,0.58347143119319,0.325552280302115,0.104581060958058,0.188193354407599,-0.165117830869287,32548.2105263158,22021.8550095715
"10",310,"Chum","Fraser","Fraser River","BC South","BC",49.12333,-123.0569,"2","",34,1959,1992,0.997700518307019,6.61153012830278e-07,1512509.17804818,1509035.18660341,0.480190128657916,-0.121109967204116,-0.427210172295153,0.209897658135143,1,0.996033368655138,6.58442244145075e-07,1518736.09096635,1512723.75702274,0.480376067458619,-0.123842548341435,-0.159263650222861,-0.267476932337119,0.149354215614836,420845.970588235,279365.209175491
